date,nikkei_close,nikkei_return,jgb_futures,usd_jpy,gbp_jpy,volatility_proxy
1995-01-09,19320,0.002,143.2,100.1,154.4,0.18
1995-01-10,19410,0.005,143.0,99.8,154.1,0.18
1995-01-11,19350,-0.003,142.8,99.6,153.7,0.19
1995-01-12,19480,0.007,142.3,99.4,153.3,0.2
1995-01-13,19260,-0.011,142.0,99.2,153.0,0.22
1995-01-16,19140,-0.006,141.9,98.8,152.4,0.23
1995-01-17,18550,-0.031,141.3,98.1,151.5,0.36
1995-01-18,18110,-0.024,140.8,97.9,150.8,0.41
1995-01-19,18320,0.012,140.5,97.6,150.2,0.39
1995-01-20,18480,0.009,140.1,97.2,149.6,0.38
