date,entity_id,reconciliation_breaks,late_entries,backdated_entries,unresolved_break_value,fraud_label
1995-01-09,BFS_SINGAPORE,4,8,2,438960.0,0
1995-01-10,BFS_SINGAPORE,5,7,3,548700.0,0
1995-01-11,BFS_SINGAPORE,5,8,3,553350.0,0
1995-01-12,BFS_SINGAPORE,5,5,3,558000.0,0
1995-01-13,BFS_SINGAPORE,4,8,3,453840.0,0
1995-01-16,BFS_SINGAPORE,7,6,3,800730.0,1
1995-01-17,BFS_SINGAPORE,6,7,2,758880.0,1
1995-01-18,BFS_SINGAPORE,8,8,3,1049040.0,1
1995-01-19,BFS_SINGAPORE,5,4,3,646350.0,1
1995-01-20,BFS_SINGAPORE,5,5,2,641700.0,1
