date,entity_id,instrument,net_exposure,gross_exposure,leverage_proxy,fraud_label
1995-01-09,BFS_SINGAPORE,NIKKEI_FUT,60346114.44,60346114.44,12.0692,0
1995-01-09,BFS_SINGAPORE,JGB_FUT,-18215558.05,18215558.05,3.6431,0
1995-01-09,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-8734652.7,8734652.7,1.7469,0
1995-01-10,BFS_SINGAPORE,NIKKEI_FUT,72036598.37,72036598.37,14.4073,0
1995-01-10,BFS_SINGAPORE,JGB_FUT,-19249161.96,19249161.96,3.8498,0
1995-01-10,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-9811448.68,9811448.68,1.9623,0
1995-01-11,BFS_SINGAPORE,NIKKEI_FUT,71978659.59,71978659.59,14.3957,0
1995-01-11,BFS_SINGAPORE,JGB_FUT,-19495561.83,19495561.83,3.8991,0
1995-01-11,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-10679473.49,10679473.49,2.1359,0
1995-01-12,BFS_SINGAPORE,NIKKEI_FUT,73856111.77,73856111.77,14.7712,0
1995-01-12,BFS_SINGAPORE,JGB_FUT,-19621311.2,19621311.2,3.9243,0
1995-01-12,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-11238878.24,11238878.24,2.2478,0
1995-01-13,BFS_SINGAPORE,NIKKEI_FUT,73598530.08,73598530.08,14.7197,0
1995-01-13,BFS_SINGAPORE,JGB_FUT,-22690110.78,22690110.78,4.538,0
1995-01-13,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-12011514.4,12011514.4,2.4023,0
1995-01-16,BFS_SINGAPORE,NIKKEI_FUT,81743885.71,81743885.71,16.3488,1
1995-01-16,BFS_SINGAPORE,JGB_FUT,-24176909.31,24176909.31,4.8354,1
1995-01-16,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-11853109.14,11853109.14,2.3706,1
1995-01-17,BFS_SINGAPORE,NIKKEI_FUT,93596614.2,93596614.2,18.7193,1
1995-01-17,BFS_SINGAPORE,JGB_FUT,-24705872.11,24705872.11,4.9412,1
1995-01-17,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-12953614.78,12953614.78,2.5907,1
1995-01-18,BFS_SINGAPORE,NIKKEI_FUT,91774793.43,91774793.43,18.355,1
1995-01-18,BFS_SINGAPORE,JGB_FUT,-23822512.16,23822512.16,4.7645,1
1995-01-18,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-12384769.24,12384769.24,2.477,1
1995-01-19,BFS_SINGAPORE,NIKKEI_FUT,100993930.43,100993930.43,20.1988,1
1995-01-19,BFS_SINGAPORE,JGB_FUT,-29429086.39,29429086.39,5.8858,1
1995-01-19,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-12929307.25,12929307.25,2.5859,1
1995-01-20,BFS_SINGAPORE,NIKKEI_FUT,127954152.29,127954152.29,25.5908,1
1995-01-20,BFS_SINGAPORE,JGB_FUT,-29558703.17,29558703.17,5.9117,1
1995-01-20,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-13821937.91,13821937.91,2.7644,1
