date,entity_id,reconciliation_breaks,late_entries,backdated_entries,unresolved_break_value,fraud_label
1995-01-09,BFS_SINGAPORE,4,3,2,283200.0,0
1995-01-10,BFS_SINGAPORE,1,2,0,70800.0,0
1995-01-11,BFS_SINGAPORE,4,6,1,285600.0,0
1995-01-12,BFS_SINGAPORE,2,2,2,144000.0,0
1995-01-13,BFS_SINGAPORE,2,2,2,146400.0,0
1995-01-16,BFS_SINGAPORE,3,3,0,221400.0,0
1995-01-17,BFS_SINGAPORE,4,2,1,326400.0,0
1995-01-18,BFS_SINGAPORE,0,3,1,0.0,0
1995-01-19,BFS_SINGAPORE,2,2,1,166800.0,0
1995-01-20,BFS_SINGAPORE,2,3,0,165600.0,0
1995-01-23,BFS_SINGAPORE,2,3,0,164400.0,0
1995-01-24,BFS_SINGAPORE,1,1,1,81600.0,0
1995-01-25,BFS_SINGAPORE,4,1,0,324000.0,0
1995-01-26,BFS_SINGAPORE,2,3,2,160800.0,0
1995-01-27,BFS_SINGAPORE,1,4,1,79800.0,0
1995-01-30,BFS_SINGAPORE,2,4,1,160800.0,0
1995-01-31,BFS_SINGAPORE,2,2,1,162000.0,0
1995-02-01,BFS_SINGAPORE,1,5,1,80400.0,0
1995-02-02,BFS_SINGAPORE,4,4,2,319200.0,0
1995-02-03,BFS_SINGAPORE,2,2,1,158400.0,0
1995-02-06,BFS_SINGAPORE,2,2,1,157200.0,0
1995-02-07,BFS_SINGAPORE,2,3,0,156000.0,0
1995-02-08,BFS_SINGAPORE,4,2,1,309600.0,0
1995-02-09,BFS_SINGAPORE,4,1,1,307200.0,0
1995-02-10,BFS_SINGAPORE,1,2,1,76800.0,0
1995-02-13,BFS_SINGAPORE,1,2,0,77400.0,0
1995-02-14,BFS_SINGAPORE,3,2,1,232200.0,0
1995-02-15,BFS_SINGAPORE,2,2,1,156000.0,0
1995-02-16,BFS_SINGAPORE,4,2,1,314400.0,0
1995-02-17,BFS_SINGAPORE,2,2,2,158400.0,0
1995-02-20,BFS_SINGAPORE,2,0,1,159600.0,0
1995-02-21,BFS_SINGAPORE,4,3,1,321600.0,0
1995-02-22,BFS_SINGAPORE,3,5,1,244800.0,0
1995-02-23,BFS_SINGAPORE,2,2,2,166800.0,0
1995-02-24,BFS_SINGAPORE,1,3,1,85200.0,0
1995-02-27,BFS_SINGAPORE,2,2,1,172800.0,0
1995-02-28,BFS_SINGAPORE,4,3,1,336000.0,0
1995-03-01,BFS_SINGAPORE,4,1,0,337653.61,0
1995-03-02,BFS_SINGAPORE,2,3,2,169020.08,0
1995-03-03,BFS_SINGAPORE,4,2,3,341034.61,0
1995-03-04,BFS_SINGAPORE,2,1,1,172094.63,0
1995-03-05,BFS_SINGAPORE,4,2,2,344933.74,0
1995-03-06,BFS_SINGAPORE,2,2,2,171462.9,0
1995-03-07,BFS_SINGAPORE,3,1,0,258553.44,0
1995-03-08,BFS_SINGAPORE,3,4,1,258576.55,0
1995-03-09,BFS_SINGAPORE,2,2,1,172479.22,0
1995-03-10,BFS_SINGAPORE,2,2,2,174084.97,0
1995-03-11,BFS_SINGAPORE,0,3,2,0.0,0
1995-03-12,BFS_SINGAPORE,2,2,1,172312.27,0
1995-03-13,BFS_SINGAPORE,1,1,1,85662.4,0
1995-03-14,BFS_SINGAPORE,3,1,0,261989.43,0
1995-03-15,BFS_SINGAPORE,1,2,0,87965.52,0
1995-03-16,BFS_SINGAPORE,2,2,1,173500.99,0
