date,nikkei_close,nikkei_return,jgb_futures,usd_jpy,gbp_jpy,volatility_proxy
1995-01-09,19320.0,0.002,143.2,100.1,154.4,0.18
1995-01-10,19410.0,0.005,143.0,99.8,154.1,0.18
1995-01-11,19350.0,-0.003,142.8,99.6,153.7,0.19
1995-01-12,19480.0,0.007,142.3,99.4,153.3,0.2
1995-01-13,19260.0,-0.011,142.0,99.2,153.0,0.22
1995-01-16,19140.0,-0.006,141.9,98.8,152.4,0.23
1995-01-17,18550.0,-0.031,141.3,98.1,151.5,0.36
1995-01-18,18110.0,-0.024,140.8,97.9,150.8,0.41
1995-01-19,18320.0,0.012,140.5,97.6,150.2,0.39
1995-01-20,18480.0,0.009,140.1,97.2,149.6,0.38
1995-01-23,18360.0,-0.006,139.9,96.9,149.3,0.37
1995-01-24,18210.0,-0.008,139.6,96.7,149.1,0.36
1995-01-25,18080.0,-0.007,139.5,96.4,148.7,0.35
1995-01-26,17990.0,-0.005,139.7,96.1,148.5,0.34
1995-01-27,18170.0,0.01,139.9,95.9,148.1,0.33
1995-01-30,18040.0,-0.007,140.3,95.5,147.6,0.34
1995-01-31,17930.0,-0.006,140.8,95.2,147.1,0.35
1995-02-01,17820.0,-0.006,141.0,95.0,146.9,0.34
1995-02-02,17760.0,-0.003,141.3,94.8,146.7,0.33
1995-02-03,17890.0,0.007,141.5,94.9,146.8,0.32
1995-02-06,17940.0,0.003,141.6,95.0,147.0,0.31
1995-02-07,18060.0,0.007,141.7,95.2,147.5,0.3
1995-02-08,18120.0,0.003,141.9,95.3,147.8,0.29
1995-02-09,18290.0,0.009,142.1,95.5,148.2,0.28
1995-02-10,18360.0,0.004,142.2,95.6,148.5,0.28
1995-02-13,18210.0,-0.008,142.0,95.7,148.6,0.29
1995-02-14,18140.0,-0.004,142.2,95.8,148.8,0.29
1995-02-15,18010.0,-0.007,142.3,95.9,148.9,0.3
1995-02-16,17880.0,-0.007,142.7,96.1,149.0,0.31
1995-02-17,17740.0,-0.008,142.9,96.4,149.5,0.32
1995-02-20,17620.0,-0.007,143.1,96.5,149.9,0.33
1995-02-21,17510.0,-0.006,143.3,96.7,150.4,0.34
1995-02-22,17360.0,-0.009,143.7,96.9,150.9,0.36
1995-02-23,17190.0,-0.01,144.0,97.1,151.3,0.39
1995-02-24,17020.0,-0.01,144.3,97.5,152.0,0.42
1995-02-27,16880.0,-0.008,144.5,97.9,152.7,0.44
1995-02-28,16970.0,0.005,144.7,98.1,153.1,0.4
1995-03-01,16868.183978549696,-0.005999765553936573,145.03728682800667,98.18218021687882,153.19468914330483,0.400456029095329
1995-03-02,16855.60407100326,-0.0007457772314099153,145.20823909831307,98.38048158415877,153.810959134492,0.4187641221316034
1995-03-03,16808.857856874816,-0.0027733336599227994,145.36124264608034,98.3627286376351,154.20289323042334,0.4197365015585601
1995-03-04,16697.99732208371,-0.00659536392865419,145.15460799401038,98.60225541936674,154.51256447694803,0.4109578792530141
1995-03-05,16652.48819065133,-0.0027254245257420312,145.50975222521353,98.2869777729772,154.42137437027287,0.4240928423152345
1995-03-06,16560.637403224107,-0.005515739532473446,145.32617778858696,98.30003172552712,154.1575518838663,0.41262726414920253
1995-03-07,16443.099490020428,-0.007097426888943104,145.52186075634097,98.31046387431994,154.3464096854351,0.42877249426961656
1995-03-08,16334.142348401032,-0.006626314076949064,145.49831699258547,98.44169972075865,154.46014275674284,0.42227660258566524
1995-03-09,16396.23280712445,0.003801268373879026,145.6874350512376,98.48877590211985,154.42888526621647,0.4405078536357387
1995-03-10,16328.383404849823,-0.004138109227452712,145.7469653574874,98.65942935384533,154.6419683838802,0.4530367369487753
1995-03-11,16286.264139910263,-0.0025795122453487833,145.76747651133857,98.57515578973747,154.4519866632444,0.48743615190614253
1995-03-12,16413.01390413569,0.007782617495121057,145.93997290876985,98.32322858615237,154.15013469453282,0.5089626631753013
1995-03-13,16362.55972790567,-0.003074034819242141,146.22004228489646,98.75932927176189,154.2264560760793,0.506860518127249
1995-03-14,16329.409762439947,-0.0020259645200369366,146.50175045397063,98.43189090412639,154.40336823413574,0.5063459516739964
1995-03-15,16192.627911053793,-0.008376411234457124,146.54274776711867,98.83429523246815,154.50455668127032,0.49926584480052855
1995-03-16,15916.303162461369,-0.017064848899775754,146.61339171588222,98.65654727636687,154.22798470509997,0.5002312500937011
1995-03-17,16085.514257790612,0.010631306378250443,146.71966418330555,98.67511344649952,154.57008612362648,0.5141659770018274
1995-03-18,15796.275170203106,-0.01798133916964579,146.94447201179332,98.51376295141323,154.55126345136136,0.5053132447769405
1995-03-19,15828.567908076362,0.0020443261164612616,146.96579871157,98.72613468711909,154.25666197181937,0.5105032167470152
1995-03-20,15765.404695337877,-0.003990456565957414,147.12658607830016,98.69769685877576,153.81967797632709,0.5015254561455981
1995-03-21,16116.899927101802,0.022295351026914607,147.4458658783608,98.73443772291621,154.07886794891164,0.4982271730300846
1995-03-22,16108.811579456979,-0.0005018550516171737,147.72890385752254,99.05062387023024,153.52706098527005,0.48847084469743124
1995-03-23,16124.429821411753,0.0009695465042679802,147.7818514120308,98.84856866263158,153.48774344605704,0.484990644394554
1995-03-24,16105.513485073818,-0.0011731476118812898,147.71693159942313,98.95250133514722,153.2925908486408,0.48698245242670984
1995-03-25,16094.568837031846,-0.0006795590871483887,147.90828597586966,98.85374612544153,153.92574488125493,0.4813945710906197
1995-03-26,15809.168466655725,-0.017732713020521908,148.0780641750004,98.8035646397493,154.02446933596707,0.4747195917727174
1995-03-27,15837.785373711456,0.0018101462525426082,148.13242820334264,98.7656088394797,153.98754886282012,0.4876808295855594
1995-03-28,15946.893748206488,0.006889118138710057,148.4615607833418,98.62828659154216,154.21964918812301,0.4956153124983707
1995-03-29,15996.798662863084,0.003129444231871714,148.3996058545834,98.79507026098987,154.38367932044312,0.5009732631283181
1995-03-30,15966.303215805076,-0.0019063468698149687,148.44622977047484,98.91693578876351,154.4978488193723,0.5076827319789494
1995-03-31,15771.091411196976,-0.012226487369653628,148.73535877742694,98.9309057425555,154.64055400395023,0.52
1995-04-01,15525.475697601738,-0.015573793036343663,148.76516370384027,99.01955140647478,154.63944151450264,0.5119597569129541
1995-04-02,15397.794061827432,-0.008224007963506655,148.95422623253666,99.04609209714648,154.68162495028508,0.5066131547640702
1995-04-03,15375.907242900268,-0.0014214256171552566,149.1165425127351,98.67927962479152,154.40754890348018,0.5079355000512743
1995-04-04,15257.996848066628,-0.007668516268403252,149.15846347323912,98.5137697267673,154.1652649501242,0.5107081244854952
1995-04-05,15331.510101182319,0.004818014700599777,149.19944376110223,98.78763577978604,154.57152294414945,0.52
1995-04-06,15250.229378697548,-0.0053015470719028,149.35038343706978,98.82986478032512,155.19316625375814,0.52
1995-04-07,15194.763726418234,-0.0036370372472423564,149.3359737250648,98.82072848563546,155.26800926821534,0.52
1995-04-08,15095.654684246967,-0.00652257869590644,149.36967245314582,98.88403088950346,155.08469603418953,0.5046246253568615
1995-04-09,15063.19772887155,-0.0021500859720437727,149.4831368786574,98.80349266988286,155.0979153531151,0.5140986338162387
1995-04-10,15066.363741792928,0.00021018199311753985,149.49140831239419,98.81415624278125,155.07738736849333,0.5098473844552065
1995-04-11,14889.981121678911,-0.011707046447096196,149.8640602457349,98.49680827238973,154.8163381998112,0.5184369191291026
1995-04-12,14833.123377933123,-0.0038185235616589965,149.93630715666552,98.59654594615654,154.9889663886815,0.52
1995-04-13,14726.297565076002,-0.007201842129624794,150.1197606494382,98.76310043363124,155.22390195920116,0.5189401450137293
1995-04-14,14620.820963514543,-0.007162465724691127,150.3361147941134,98.92826346201589,155.69738508443993,0.5173349145583308
1995-04-15,14564.686142093422,-0.003839375474277623,150.3921121379128,99.08167541409686,155.69118886864462,0.52
