date,entity_id,reported_pnl_total,actual_pnl_total,margin_call_amount,funding_transfer,realized_cash_delta,hidden_loss_total,fraud_label
1995-01-09,BFS_SINGAPORE,-4233633.03,-4631008.58,1389302.57,166716.31,-4797724.89,397375.55,0
1995-01-10,BFS_SINGAPORE,-3878582.11,-4298496.9,1289549.07,154745.89,-4453242.79,419914.79,0
1995-01-11,BFS_SINGAPORE,-3954912.31,-4316267.59,1338042.95,160565.15,-4476832.75,361355.28,0
1995-01-12,BFS_SINGAPORE,-3828925.92,-4236550.69,1355696.22,162683.55,-4399234.24,407624.77,0
1995-01-13,BFS_SINGAPORE,-6491986.97,-7086660.24,2409464.48,289135.74,-7375795.98,594673.27,0
1995-01-16,BFS_SINGAPORE,-4233880.17,-4653395.15,1628688.3,195442.6,-4848837.74,419514.97,0
1995-01-17,BFS_SINGAPORE,-16293871.76,-17791280.43,8539814.61,1024777.75,-18816058.18,1497408.67,0
1995-01-18,BFS_SINGAPORE,-17582541.78,-19163533.27,10156672.63,1218800.72,-20382333.99,1580991.49,0
1995-01-19,BFS_SINGAPORE,-7515087.56,-8501277.18,4335651.36,520278.16,-9021555.34,986189.62,0
1995-01-20,BFS_SINGAPORE,-8593928.35,-9595416.78,4797708.39,575725.01,-10171141.79,1001488.43,0
1995-01-23,BFS_SINGAPORE,-12113035.02,-13213416.27,6474573.97,776948.88,-13990365.15,1100381.25,0
1995-01-24,BFS_SINGAPORE,-13388935.88,-14635484.07,7025032.35,843003.88,-15478487.95,1246548.19,0
1995-01-25,BFS_SINGAPORE,-11796149.89,-12932300.19,6078181.09,729381.73,-13661681.92,1136150.3,0
1995-01-26,BFS_SINGAPORE,-10882969.8,-11872194.89,5461209.65,655345.16,-12527540.05,989225.09,0
1995-01-27,BFS_SINGAPORE,-4914642.89,-5740996.77,2583448.54,310013.83,-6051010.59,826353.88,0
1995-01-30,BFS_SINGAPORE,-13305442.4,-14501844.57,6670848.5,800501.82,-15302346.39,1196402.18,0
1995-01-31,BFS_SINGAPORE,-13850067.21,-15095441.1,7094857.32,851382.88,-15946823.98,1245373.89,0
1995-02-01,BFS_SINGAPORE,-13594607.62,-14817011.03,6815825.07,817899.01,-15634910.04,1222403.41,0
1995-02-02,BFS_SINGAPORE,-9783788.44,-10723439.4,4825547.73,579065.73,-11302505.12,939650.96,0
1995-02-03,BFS_SINGAPORE,-1649239.99,-2387391.4,1050452.21,126054.27,-2513445.66,738151.4,0
1995-02-06,BFS_SINGAPORE,-5027317.6,-5777682.22,2484403.36,298128.4,-6075810.63,750364.62,0
1995-02-07,BFS_SINGAPORE,320403.58,-357914.3,150324.01,18038.88,-375953.19,678317.88,0
1995-02-08,BFS_SINGAPORE,-3828050.76,-4432793.3,1817445.25,218093.43,-4650886.73,604742.55,0
1995-02-09,BFS_SINGAPORE,4566425.3,3944265.56,0.0,0.0,3944265.56,622159.73,0
1995-02-10,BFS_SINGAPORE,-1560647.67,-2217730.48,887092.19,106451.06,-2324181.54,657082.8,0
1995-02-13,BFS_SINGAPORE,-19203601.64,-20930356.01,8581445.96,1029773.52,-21960129.53,1726754.37,0
1995-02-14,BFS_SINGAPORE,-13668250.86,-14897276.14,6107883.22,732945.99,-15630222.12,1229025.28,0
1995-02-15,BFS_SINGAPORE,-20376532.45,-22303898.68,9367637.44,1124116.49,-23428015.17,1927366.22,0
1995-02-16,BFS_SINGAPORE,-23769578.02,-25906897.02,11139965.72,1336795.89,-27243692.91,2137319.0,0
1995-02-17,BFS_SINGAPORE,-27843847.98,-30387626.22,13370555.54,1604466.66,-31992092.88,2543778.23,0
1995-02-20,BFS_SINGAPORE,-30180609.47,-32931873.97,14819343.29,1778321.19,-34710195.17,2751264.51,0
1995-02-21,BFS_SINGAPORE,-29312261.35,-31947968.78,14696065.64,1763527.88,-33711496.65,2635707.42,0
1995-02-22,BFS_SINGAPORE,-42601066.28,-46446910.02,22294516.81,2675342.02,-49122252.04,3845843.74,0
1995-02-23,BFS_SINGAPORE,-53703050.05,-58531934.66,29851286.67,3582154.4,-62114089.06,4828884.61,0
1995-02-24,BFS_SINGAPORE,-55290820.74,-60262474.93,32541736.46,3905008.38,-64167483.3,4971654.18,0
1995-02-27,BFS_SINGAPORE,-51261179.68,-55870495.57,31287477.52,3754497.3,-59624992.87,4609315.88,0
1995-02-28,BFS_SINGAPORE,12932267.68,11898115.12,0.0,0.0,11898115.12,1034152.56,0
1995-03-01,BFS_SINGAPORE,-24079566.23,-26244758.84,14182925.86,1701951.1,-27946709.94,2165192.6,0
1995-03-02,BFS_SINGAPORE,-44442105.38,-48438261.99,26071459.84,3128575.18,-51566837.17,3996156.61,0
1995-03-03,BFS_SINGAPORE,-89485872.03,-97532285.6,52583191.2,6309982.94,-103842268.54,8046413.56,0
1995-03-04,BFS_SINGAPORE,61146280.86,59989227.15,0.0,0.0,59989227.15,1157053.71,0
1995-03-05,BFS_SINGAPORE,28915042.67,27591729.39,0.0,0.0,27591729.39,1323313.28,0
1995-03-06,BFS_SINGAPORE,-167878295.48,-182973619.05,103121634.85,12374596.18,-195348215.24,15095323.57,0
1995-03-07,BFS_SINGAPORE,-40498872.97,-44140461.0,25365556.94,3043866.83,-47184327.83,3641588.03,0
1995-03-08,BFS_SINGAPORE,79042776.45,77652170.19,0.0,0.0,77652170.19,1390606.25,0
1995-03-09,BFS_SINGAPORE,35841325.64,34390972.91,0.0,0.0,34390972.91,1450352.73,0
1995-03-10,BFS_SINGAPORE,-20768765.38,-22636256.54,13348893.58,1601867.23,-24238123.77,1867491.16,0
1995-03-11,BFS_SINGAPORE,97803157.53,96410160.67,0.0,0.0,96410160.67,1392996.86,0
1995-03-12,BFS_SINGAPORE,-47013436.97,-51240803.24,30121636.71,3614596.41,-54855399.65,4227366.27,0
1995-03-13,BFS_SINGAPORE,11263240.31,9768398.65,0.0,0.0,9768398.65,1494841.67,0
1995-03-14,BFS_SINGAPORE,-71379609.63,-77803493.07,46563428.15,5587611.38,-83391104.45,6423883.44,0
1995-03-15,BFS_SINGAPORE,-14830227.72,-16180602.56,9557958.39,1146955.01,-17327557.57,1350374.84,0
1995-03-16,BFS_SINGAPORE,-60391502.18,-65821800.75,39940597.65,4792871.72,-70614672.46,5430298.56,0
1995-03-17,BFS_SINGAPORE,30119746.48,28713422.29,0.0,0.0,28713422.29,1406324.2,0
1995-03-18,BFS_SINGAPORE,-11753918.32,-26119818.48,15865173.99,15865173.99,-41984992.47,14365900.16,1
1995-03-19,BFS_SINGAPORE,27873935.2,18595405.18,0.0,0.0,18595405.18,9278530.02,1
1995-03-20,BFS_SINGAPORE,55968558.22,46018273.76,0.0,0.0,46018273.76,9950284.46,1
1995-03-21,BFS_SINGAPORE,80673765.66,71028024.53,0.0,0.0,71028024.53,9645741.12,1
1995-03-22,BFS_SINGAPORE,-57153449.74,-127007666.09,77207112.07,77207112.07,-204214778.15,69854216.35,1
1995-03-23,BFS_SINGAPORE,-10000340.71,-22222979.36,14072734.12,14072734.12,-36295713.48,12222638.65,1
1995-03-24,BFS_SINGAPORE,256552370.13,245684440.65,0.0,0.0,245684440.65,10867929.48,1
1995-03-25,BFS_SINGAPORE,-108095290.82,-240211757.39,153735524.73,153735524.73,-393947282.11,132116466.56,1
1995-03-26,BFS_SINGAPORE,145838952.03,135088812.28,0.0,0.0,135088812.28,10750139.74,1
1995-03-27,BFS_SINGAPORE,321460101.09,311090099.38,0.0,0.0,311090099.38,10370001.7,1
1995-03-28,BFS_SINGAPORE,-93368833.59,-207486296.86,132791229.99,132791229.99,-340277526.85,114117463.27,1
1995-03-29,BFS_SINGAPORE,-51814633.78,-115143630.61,73334091.87,73334091.87,-188477722.48,63328996.84,1
1995-03-30,BFS_SINGAPORE,-35257618.56,-78350263.47,49705321.71,49705321.71,-128055585.18,43092644.91,1
1995-03-31,BFS_SINGAPORE,57077084.66,45956272.34,0.0,0.0,45956272.34,11120812.32,1
1995-04-01,BFS_SINGAPORE,-78449335.15,-174331855.9,111572387.78,111572387.78,-285904243.67,95882520.74,1
1995-04-02,BFS_SINGAPORE,15565155.55,4677044.1,0.0,0.0,4677044.1,10888111.45,1
1995-04-03,BFS_SINGAPORE,-192323151.8,-427384781.77,273526260.33,273526260.33,-700911042.1,235061629.97,1
1995-04-04,BFS_SINGAPORE,-149638118.42,-332529152.04,207191022.11,207191022.11,-539720174.15,182891033.62,1
1995-04-05,BFS_SINGAPORE,-65944001.15,-146542224.77,88476695.83,88476695.83,-235018920.61,80598223.62,1
1995-04-06,BFS_SINGAPORE,-101605036.65,-226148856.67,137345658.94,137345658.94,-363494515.61,124543820.02,1
1995-04-07,BFS_SINGAPORE,787053355.24,776764836.27,0.0,0.0,776764836.27,10288518.97,1
1995-04-08,BFS_SINGAPORE,-93777145.03,-208393655.61,127321976.63,127321976.63,-335715632.24,114616510.59,1
1995-04-09,BFS_SINGAPORE,-63015901.27,-140035336.15,83627875.37,83627875.37,-223663211.52,77019434.88,1
1995-04-10,BFS_SINGAPORE,-203987502.36,-453305560.81,276632059.31,276632059.31,-729937620.12,249318058.45,1
1995-04-11,BFS_SINGAPORE,-49671669.38,-110381487.52,66572791.3,66572791.3,-176954278.82,60709818.13,1
1995-04-12,BFS_SINGAPORE,472115.26,-9691125.67,5795168.7,5795168.7,-15486294.37,10163240.92,1
1995-04-13,BFS_SINGAPORE,-41990494.71,-93312210.46,56510941.92,56510941.92,-149823152.38,51321715.75,1
1995-04-14,BFS_SINGAPORE,-113976647.73,-253281439.39,151270835.57,151270835.57,-404552274.96,139304791.67,1
1995-04-15,BFS_SINGAPORE,-407527278.37,-905616174.15,549285506.95,549285506.95,-1454901681.1,498088895.78,1
1995-04-16,BFS_SINGAPORE,40182651.23,30069056.36,0.0,0.0,30069056.36,10113594.87,1
1995-04-17,BFS_SINGAPORE,-235445034.4,-523211187.55,316632786.72,316632786.72,-839843974.27,287766153.15,1
1995-04-18,BFS_SINGAPORE,42046698.73,32341853.17,0.0,0.0,32341853.17,9704845.56,1
1995-04-19,BFS_SINGAPORE,-1050170478.84,-2333712175.2,1483382120.61,1483382120.61,-3817094295.81,1283541696.36,1
1995-04-20,BFS_SINGAPORE,-496279096.95,-1102842437.66,705819160.1,705819160.1,-1808661597.76,606563340.71,1
1995-04-21,BFS_SINGAPORE,-645105450.95,-1433567668.77,917483308.01,917483308.01,-2351050976.78,788462217.82,1
1995-04-22,BFS_SINGAPORE,1264340456.55,1253301203.08,0.0,0.0,1253301203.08,11039253.48,1
1995-04-23,BFS_SINGAPORE,2592507846.11,2581748239.0,0.0,0.0,2581748239.0,10759607.11,1
1995-04-24,BFS_SINGAPORE,-380489458.89,-845532130.87,526922760.83,526922760.83,-1372454891.7,465042671.98,1
1995-04-25,BFS_SINGAPORE,1220913978.79,1210859076.58,0.0,0.0,1210859076.58,10054902.21,1
1995-04-26,BFS_SINGAPORE,-390428799.96,-867619555.46,533838236.01,533838236.01,-1401457791.47,477190755.5,1
1995-04-27,BFS_SINGAPORE,1824998308.37,1814211747.53,0.0,0.0,1814211747.53,10786560.84,1
1995-04-28,BFS_SINGAPORE,1947157895.96,1936353834.23,0.0,0.0,1936353834.23,10804061.73,1
1995-04-29,BFS_SINGAPORE,-365979689.4,-813288198.67,515958814.11,515958814.11,-1329247012.78,447308509.27,1
1995-04-30,BFS_SINGAPORE,-561237635.57,-1247194745.71,798204637.25,798204637.25,-2045399382.96,685957110.14,1
1995-05-01,BFS_SINGAPORE,-1320435080.68,-2934300179.29,1858531281.2,1858531281.2,-4792831460.49,1613865098.61,1
1995-05-02,BFS_SINGAPORE,390682698.29,378870572.4,0.0,0.0,378870572.4,11812125.9,1
1995-05-03,BFS_SINGAPORE,-1203092054.09,-2673537897.97,1711064254.7,1711064254.7,-4384602152.68,1470445843.88,1
1995-05-04,BFS_SINGAPORE,139490607.07,128123078.73,0.0,0.0,128123078.73,11367528.34,1
1995-05-05,BFS_SINGAPORE,-2872187571.24,-6382639047.21,4084888990.21,4084888990.21,-10467528037.42,3510451475.96,1
1995-05-06,BFS_SINGAPORE,-497233322.59,-1104962939.08,707176281.01,707176281.01,-1812139220.09,607729616.49,1
1995-05-07,BFS_SINGAPORE,1405963697.35,1394610718.17,0.0,0.0,1394610718.17,11352979.18,1
1995-05-08,BFS_SINGAPORE,-1152139132.93,-2560309184.29,1631063605.54,1631063605.54,-4191372789.83,1408170051.36,1
1995-05-09,BFS_SINGAPORE,1181399356.43,1170591588.11,0.0,0.0,1170591588.11,10807768.32,1
1995-05-10,BFS_SINGAPORE,-1796759138.42,-3992798085.39,2546621435.46,2546621435.46,-6539419520.85,2196038946.96,1
1995-05-11,BFS_SINGAPORE,4389912444.09,4379235364.4,0.0,0.0,4379235364.4,10677079.7,1
1995-05-12,BFS_SINGAPORE,-1324516656.44,-2943370347.63,1883757022.49,1883757022.49,-4827127370.12,1618853691.2,1
1995-05-13,BFS_SINGAPORE,714910339.69,704140802.72,0.0,0.0,704140802.72,10769536.97,1
1995-05-14,BFS_SINGAPORE,6207037977.91,6196005984.68,0.0,0.0,6196005984.68,11031993.23,1
1995-05-15,BFS_SINGAPORE,-2494635544.51,-5543634543.36,3547926107.75,3547926107.75,-9091560651.11,3048998998.85,1
1995-05-16,BFS_SINGAPORE,-6737231653.83,-14971625897.4,9581840574.34,9581840574.34,-24553466471.73,8234394243.57,1
1995-05-17,BFS_SINGAPORE,-1403238283.34,-3118307296.31,1988729548.21,1988729548.21,-5107036844.51,1715069012.97,1
1995-05-18,BFS_SINGAPORE,8240895273.49,8230344612.57,0.0,0.0,8230344612.57,10550660.92,1
1995-05-19,BFS_SINGAPORE,914683788.34,903725662.89,0.0,0.0,903725662.89,10958125.45,1
1995-05-20,BFS_SINGAPORE,12010323887.81,11999178196.93,0.0,0.0,11999178196.93,11145690.89,1
1995-05-21,BFS_SINGAPORE,-6801166450.67,-15113703223.72,9672770063.18,9672770063.18,-24786473286.89,8312536773.04,1
1995-05-22,BFS_SINGAPORE,-6522125731.04,-14493612735.65,9137459322.83,9137459322.83,-23631072058.48,7971487004.61,1
