date,entity_id,reconciliation_breaks,late_entries,backdated_entries,unresolved_break_value,fraud_label
1995-01-09,BFS_SINGAPORE,8,8,4,877920.0,0
1995-01-10,BFS_SINGAPORE,5,6,2,548700.0,0
1995-01-11,BFS_SINGAPORE,8,10,3,885360.0,0
1995-01-12,BFS_SINGAPORE,6,7,4,669600.0,0
1995-01-13,BFS_SINGAPORE,6,6,4,680760.0,0
1995-01-16,BFS_SINGAPORE,7,7,3,800730.0,0
1995-01-17,BFS_SINGAPORE,8,6,3,1011840.0,0
1995-01-18,BFS_SINGAPORE,4,7,3,524520.0,0
1995-01-19,BFS_SINGAPORE,6,7,4,775620.0,0
1995-01-20,BFS_SINGAPORE,6,7,2,770040.0,0
1995-01-23,BFS_SINGAPORE,6,7,2,764460.0,0
1995-01-24,BFS_SINGAPORE,5,6,3,632400.0,0
1995-01-25,BFS_SINGAPORE,8,6,2,1004400.0,0
1995-01-26,BFS_SINGAPORE,6,7,4,747720.0,0
1995-01-27,BFS_SINGAPORE,5,8,3,618450.0,0
1995-01-30,BFS_SINGAPORE,6,8,3,747720.0,0
1995-01-31,BFS_SINGAPORE,6,6,3,753300.0,0
1995-02-01,BFS_SINGAPORE,5,9,3,623100.0,0
1995-02-02,BFS_SINGAPORE,8,8,4,989520.0,0
1995-02-03,BFS_SINGAPORE,5,7,3,613800.0,0
1995-02-06,BFS_SINGAPORE,6,7,3,730980.0,0
1995-02-07,BFS_SINGAPORE,6,8,3,725400.0,0
1995-02-08,BFS_SINGAPORE,8,6,3,959760.0,0
1995-02-09,BFS_SINGAPORE,8,6,3,952320.0,0
1995-02-10,BFS_SINGAPORE,5,6,3,595200.0,0
1995-02-13,BFS_SINGAPORE,5,6,2,599850.0,0
1995-02-14,BFS_SINGAPORE,7,7,3,839790.0,0
1995-02-15,BFS_SINGAPORE,6,7,3,725400.0,0
1995-02-16,BFS_SINGAPORE,8,7,3,974640.0,0
1995-02-17,BFS_SINGAPORE,5,6,5,613800.0,0
1995-02-20,BFS_SINGAPORE,6,5,3,742140.0,0
1995-02-21,BFS_SINGAPORE,8,7,3,996960.0,0
1995-02-22,BFS_SINGAPORE,7,9,3,885360.0,0
1995-02-23,BFS_SINGAPORE,6,6,4,775620.0,0
1995-02-24,BFS_SINGAPORE,5,7,4,660300.0,0
1995-02-27,BFS_SINGAPORE,6,6,3,803520.0,0
1995-02-28,BFS_SINGAPORE,8,7,3,1041600.0,0
1995-03-01,BFS_SINGAPORE,8,5,1,1056784.92,0
1995-03-02,BFS_SINGAPORE,6,7,4,791378.49,0
1995-03-03,BFS_SINGAPORE,4,9,4,527918.69,0
1995-03-04,BFS_SINGAPORE,5,8,3,668649.93,0
1995-03-05,BFS_SINGAPORE,8,7,4,1073299.7,0
1995-03-06,BFS_SINGAPORE,6,6,4,805521.8,0
1995-03-07,BFS_SINGAPORE,7,6,2,946980.7,0
1995-03-08,BFS_SINGAPORE,4,6,4,545210.91,0
1995-03-09,BFS_SINGAPORE,6,6,3,817818.0,0
1995-03-10,BFS_SINGAPORE,7,6,3,956783.13,0
1995-03-11,BFS_SINGAPORE,7,7,3,955470.55,0
1995-03-12,BFS_SINGAPORE,6,4,3,819057.37,0
1995-03-13,BFS_SINGAPORE,5,7,4,684387.47,0
1995-03-14,BFS_SINGAPORE,4,6,4,549992.62,0
1995-03-15,BFS_SINGAPORE,6,7,4,820653.24,0
1995-03-16,BFS_SINGAPORE,5,8,4,691361.5,0
1995-03-17,BFS_SINGAPORE,6,6,2,827486.62,0
1995-03-18,BFS_SINGAPORE,4,8,4,553312.75,1
1995-03-19,BFS_SINGAPORE,6,6,3,832889.04,1
1995-03-20,BFS_SINGAPORE,8,6,3,1102251.1,1
1995-03-21,BFS_SINGAPORE,6,5,3,824749.7,1
1995-03-22,BFS_SINGAPORE,8,6,3,1106992.63,1
1995-03-23,BFS_SINGAPORE,8,6,4,1125859.09,1
1995-03-24,BFS_SINGAPORE,7,7,2,989520.0,1
1995-03-25,BFS_SINGAPORE,7,7,3,989520.0,1
1995-03-26,BFS_SINGAPORE,3,5,2,424080.0,1
1995-03-27,BFS_SINGAPORE,5,6,2,701688.56,1
1995-03-28,BFS_SINGAPORE,4,7,4,565440.0,1
1995-03-29,BFS_SINGAPORE,7,7,2,987496.89,1
1995-03-30,BFS_SINGAPORE,3,7,2,422517.3,1
1995-03-31,BFS_SINGAPORE,4,6,3,565440.0,1
1995-04-01,BFS_SINGAPORE,4,7,4,565440.0,1
1995-04-02,BFS_SINGAPORE,6,7,2,848160.0,1
1995-04-03,BFS_SINGAPORE,6,7,5,848160.0,1
1995-04-04,BFS_SINGAPORE,7,9,4,978502.65,1
1995-04-05,BFS_SINGAPORE,4,8,4,551959.64,1
1995-04-06,BFS_SINGAPORE,9,9,3,1244890.3,1
1995-04-07,BFS_SINGAPORE,6,8,5,835780.76,1
1995-04-08,BFS_SINGAPORE,7,6,3,970620.55,1
1995-04-09,BFS_SINGAPORE,7,6,2,961651.49,1
1995-04-10,BFS_SINGAPORE,5,7,3,692968.65,1
1995-04-11,BFS_SINGAPORE,9,8,3,1241367.71,1
1995-04-12,BFS_SINGAPORE,6,8,3,824716.83,1
1995-04-13,BFS_SINGAPORE,8,7,4,1105294.91,1
1995-04-14,BFS_SINGAPORE,9,7,3,1236453.28,1
1995-04-15,BFS_SINGAPORE,5,8,3,691237.54,1
1995-04-16,BFS_SINGAPORE,6,5,3,833314.38,1
1995-04-17,BFS_SINGAPORE,6,7,3,828726.0,1
1995-04-18,BFS_SINGAPORE,5,7,5,694612.73,1
1995-04-19,BFS_SINGAPORE,6,7,4,845722.65,1
1995-04-20,BFS_SINGAPORE,7,7,3,989520.0,1
1995-04-21,BFS_SINGAPORE,7,7,3,989520.0,1
1995-04-22,BFS_SINGAPORE,5,7,2,703021.21,1
1995-04-23,BFS_SINGAPORE,6,7,2,846478.05,1
