date,entity_id,instrument,net_exposure,gross_exposure,leverage_proxy,fraud_label
1995-01-09,BFS_SINGAPORE,NIKKEI_FUT,62755238.32,62755238.32,12.551,0
1995-01-09,BFS_SINGAPORE,JGB_FUT,-19176570.59,19176570.59,3.8353,0
1995-01-09,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-8300415.95,8300415.95,1.6601,0
1995-01-10,BFS_SINGAPORE,NIKKEI_FUT,68004077.95,68004077.95,13.6008,0
1995-01-10,BFS_SINGAPORE,JGB_FUT,-19353178.0,19353178.0,3.8706,0
1995-01-10,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-6495661.09,6495661.09,1.2991,0
1995-01-11,BFS_SINGAPORE,NIKKEI_FUT,67325009.42,67325009.42,13.465,0
1995-01-11,BFS_SINGAPORE,JGB_FUT,-16746180.71,16746180.71,3.3492,0
1995-01-11,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-6625571.76,6625571.76,1.3251,0
1995-01-12,BFS_SINGAPORE,NIKKEI_FUT,71619074.09,71619074.09,14.3238,0
1995-01-12,BFS_SINGAPORE,JGB_FUT,-15585505.3,15585505.3,3.1171,0
1995-01-12,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-5413185.98,5413185.98,1.0826,0
1995-01-13,BFS_SINGAPORE,NIKKEI_FUT,79661150.72,79661150.72,15.9322,0
1995-01-13,BFS_SINGAPORE,JGB_FUT,-18221721.83,18221721.83,3.6443,0
1995-01-13,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-5339456.12,5339456.12,1.0679,0
1995-01-16,BFS_SINGAPORE,NIKKEI_FUT,87659944.4,87659944.4,17.532,0
1995-01-16,BFS_SINGAPORE,JGB_FUT,-19226786.52,19226786.52,3.8454,0
1995-01-16,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-5084052.64,5084052.64,1.0168,0
1995-01-17,BFS_SINGAPORE,NIKKEI_FUT,83229635.53,83229635.53,16.6459,0
1995-01-17,BFS_SINGAPORE,JGB_FUT,-19712389.78,19712389.78,3.9425,0
1995-01-17,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-5783040.93,5783040.93,1.1566,0
1995-01-18,BFS_SINGAPORE,NIKKEI_FUT,85179160.7,85179160.7,17.0358,0
1995-01-18,BFS_SINGAPORE,JGB_FUT,-20477424.76,20477424.76,4.0955,0
1995-01-18,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-6012700.24,6012700.24,1.2025,0
1995-01-19,BFS_SINGAPORE,NIKKEI_FUT,87537018.08,87537018.08,17.5074,0
1995-01-19,BFS_SINGAPORE,JGB_FUT,-20816408.02,20816408.02,4.1633,0
1995-01-19,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-5869317.43,5869317.43,1.1739,0
1995-01-20,BFS_SINGAPORE,NIKKEI_FUT,97852625.32,97852625.32,19.5705,0
1995-01-20,BFS_SINGAPORE,JGB_FUT,-21088838.95,21088838.95,4.2178,0
1995-01-20,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-6368045.55,6368045.55,1.2736,0
1995-01-23,BFS_SINGAPORE,NIKKEI_FUT,95958373.35,95958373.35,19.1917,0
1995-01-23,BFS_SINGAPORE,JGB_FUT,-19213508.07,19213508.07,3.8427,0
1995-01-23,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-7820968.3,7820968.3,1.5642,0
1995-01-24,BFS_SINGAPORE,NIKKEI_FUT,108775888.58,108775888.58,21.7552,0
1995-01-24,BFS_SINGAPORE,JGB_FUT,-18792812.79,18792812.79,3.7586,0
1995-01-24,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-7930568.61,7930568.61,1.5861,0
1995-01-25,BFS_SINGAPORE,NIKKEI_FUT,113576404.05,113576404.05,22.7153,0
1995-01-25,BFS_SINGAPORE,JGB_FUT,-21562752.19,21562752.19,4.3126,0
1995-01-25,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-8690823.83,8690823.83,1.7382,0
1995-01-26,BFS_SINGAPORE,NIKKEI_FUT,121027664.98,121027664.98,24.2055,0
1995-01-26,BFS_SINGAPORE,JGB_FUT,-24237094.69,24237094.69,4.8474,0
1995-01-26,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-8631425.59,8631425.59,1.7263,0
1995-01-27,BFS_SINGAPORE,NIKKEI_FUT,124508924.82,124508924.82,24.9018,0
1995-01-27,BFS_SINGAPORE,JGB_FUT,-21869200.44,21869200.44,4.3738,0
1995-01-27,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-9196673.61,9196673.61,1.8393,0
1995-01-30,BFS_SINGAPORE,NIKKEI_FUT,136801224.79,136801224.79,27.3602,0
1995-01-30,BFS_SINGAPORE,JGB_FUT,-24783129.89,24783129.89,4.9566,0
1995-01-30,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-8210424.56,8210424.56,1.6421,0
1995-01-31,BFS_SINGAPORE,NIKKEI_FUT,148896404.34,148896404.34,29.7793,0
1995-01-31,BFS_SINGAPORE,JGB_FUT,-27162871.96,27162871.96,5.4326,0
1995-01-31,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-8788621.81,8788621.81,1.7577,0
1995-02-01,BFS_SINGAPORE,NIKKEI_FUT,145325822.47,145325822.47,29.0652,0
1995-02-01,BFS_SINGAPORE,JGB_FUT,-29823338.49,29823338.49,5.9647,0
1995-02-01,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-9251581.23,9251581.23,1.8503,0
1995-02-02,BFS_SINGAPORE,NIKKEI_FUT,148353996.75,148353996.75,29.6708,0
1995-02-02,BFS_SINGAPORE,JGB_FUT,-27281374.66,27281374.66,5.4563,0
1995-02-02,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-10172086.17,10172086.17,2.0344,0
1995-02-03,BFS_SINGAPORE,NIKKEI_FUT,165623865.83,165623865.83,33.1248,0
1995-02-03,BFS_SINGAPORE,JGB_FUT,-28484870.12,28484870.12,5.697,0
1995-02-03,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-8921343.82,8921343.82,1.7843,0
1995-02-06,BFS_SINGAPORE,NIKKEI_FUT,196515762.88,196515762.88,39.3032,0
1995-02-06,BFS_SINGAPORE,JGB_FUT,-28487127.71,28487127.71,5.6974,0
1995-02-06,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-8256141.68,8256141.68,1.6512,0
1995-02-07,BFS_SINGAPORE,NIKKEI_FUT,182409844.95,182409844.95,36.482,0
1995-02-07,BFS_SINGAPORE,JGB_FUT,-32253983.84,32253983.84,6.4508,0
1995-02-07,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-7594819.82,7594819.82,1.519,0
1995-02-08,BFS_SINGAPORE,NIKKEI_FUT,182802632.26,182802632.26,36.5605,0
1995-02-08,BFS_SINGAPORE,JGB_FUT,-34220236.48,34220236.48,6.844,0
1995-02-08,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-7464980.36,7464980.36,1.493,0
1995-02-09,BFS_SINGAPORE,NIKKEI_FUT,203190275.26,203190275.26,40.6381,0
1995-02-09,BFS_SINGAPORE,JGB_FUT,-37528219.16,37528219.16,7.5056,0
1995-02-09,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-8715705.74,8715705.74,1.7431,0
1995-02-10,BFS_SINGAPORE,NIKKEI_FUT,198017031.59,198017031.59,39.6034,0
1995-02-10,BFS_SINGAPORE,JGB_FUT,-37501897.93,37501897.93,7.5004,0
1995-02-10,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-8878617.12,8878617.12,1.7757,0
1995-02-13,BFS_SINGAPORE,NIKKEI_FUT,211722569.16,211722569.16,42.3445,0
1995-02-13,BFS_SINGAPORE,JGB_FUT,-36087197.94,36087197.94,7.2174,0
1995-02-13,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-8978247.38,8978247.38,1.7956,0
1995-02-14,BFS_SINGAPORE,NIKKEI_FUT,204457056.01,204457056.01,40.8914,0
1995-02-14,BFS_SINGAPORE,JGB_FUT,-37643065.14,37643065.14,7.5286,0
1995-02-14,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-9795160.18,9795160.18,1.959,0
1995-02-15,BFS_SINGAPORE,NIKKEI_FUT,209674102.71,209674102.71,41.9348,0
1995-02-15,BFS_SINGAPORE,JGB_FUT,-35906252.79,35906252.79,7.1813,0
1995-02-15,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-11026347.98,11026347.98,2.2053,0
1995-02-16,BFS_SINGAPORE,NIKKEI_FUT,217403800.68,217403800.68,43.4808,0
1995-02-16,BFS_SINGAPORE,JGB_FUT,-33858045.03,33858045.03,6.7716,0
1995-02-16,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-10689891.85,10689891.85,2.138,0
1995-02-17,BFS_SINGAPORE,NIKKEI_FUT,245540166.57,245540166.57,49.108,0
1995-02-17,BFS_SINGAPORE,JGB_FUT,-36434087.41,36434087.41,7.2868,0
1995-02-17,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-11072502.17,11072502.17,2.2145,0
1995-02-20,BFS_SINGAPORE,NIKKEI_FUT,260774559.18,260774559.18,52.1549,0
1995-02-20,BFS_SINGAPORE,JGB_FUT,-41103751.17,41103751.17,8.2208,0
1995-02-20,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-10096508.14,10096508.14,2.0193,0
1995-02-21,BFS_SINGAPORE,NIKKEI_FUT,246592827.94,246592827.94,49.3186,0
