date,entity_id,reconciliation_breaks,late_entries,backdated_entries,unresolved_break_value,fraud_label
1995-01-09,BFS_SINGAPORE,8,7,3,962880.0,0
1995-01-10,BFS_SINGAPORE,7,10,4,842520.0,0
1995-01-11,BFS_SINGAPORE,8,8,3,971040.0,0
1995-01-12,BFS_SINGAPORE,8,6,5,979200.0,0
1995-01-13,BFS_SINGAPORE,10,8,3,1244400.0,0
1995-01-16,BFS_SINGAPORE,6,9,4,752760.0,0
1995-01-17,BFS_SINGAPORE,9,8,5,1248480.0,0
1995-01-18,BFS_SINGAPORE,11,8,4,1582020.0,0
1995-01-19,BFS_SINGAPORE,9,10,5,1276020.0,0
1995-01-20,BFS_SINGAPORE,6,9,3,844560.0,0
1995-01-23,BFS_SINGAPORE,7,7,4,978180.0,0
1995-01-24,BFS_SINGAPORE,7,8,3,971040.0,0
1995-01-25,BFS_SINGAPORE,8,9,5,1101600.0,0
1995-01-26,BFS_SINGAPORE,8,8,4,1093440.0,0
1995-01-27,BFS_SINGAPORE,8,8,2,1085280.0,0
1995-01-30,BFS_SINGAPORE,9,9,5,1230120.0,0
1995-01-31,BFS_SINGAPORE,8,7,3,1101600.0,0
1995-02-01,BFS_SINGAPORE,6,7,4,820080.0,0
1995-02-02,BFS_SINGAPORE,7,8,5,949620.0,0
1995-02-03,BFS_SINGAPORE,8,9,3,1077120.0,0
1995-02-06,BFS_SINGAPORE,8,8,3,1068960.0,0
1995-02-07,BFS_SINGAPORE,8,8,4,1060800.0,0
1995-02-08,BFS_SINGAPORE,7,9,4,921060.0,0
1995-02-09,BFS_SINGAPORE,8,6,5,1044480.0,0
1995-02-10,BFS_SINGAPORE,9,8,2,1175040.0,1
1995-02-13,BFS_SINGAPORE,8,7,3,1052640.0,1
1995-02-14,BFS_SINGAPORE,8,6,3,1052640.0,1
1995-02-15,BFS_SINGAPORE,7,8,3,928200.0,1
1995-02-16,BFS_SINGAPORE,5,8,5,668100.0,1
1995-02-17,BFS_SINGAPORE,7,7,6,942480.0,1
1995-02-20,BFS_SINGAPORE,9,8,4,1220940.0,1
1995-02-21,BFS_SINGAPORE,6,8,3,820080.0,1
1995-02-22,BFS_SINGAPORE,8,7,3,1109760.0,1
1995-02-23,BFS_SINGAPORE,7,9,4,992460.0,1
1995-02-24,BFS_SINGAPORE,8,7,2,1158720.0,1
1995-02-27,BFS_SINGAPORE,6,8,3,881280.0,1
1995-02-28,BFS_SINGAPORE,6,7,3,856800.0,1
1995-03-01,BFS_SINGAPORE,7,10,3,1009720.01,1
1995-03-02,BFS_SINGAPORE,7,7,4,1013592.21,1
1995-03-03,BFS_SINGAPORE,9,10,4,1298992.16,1
1995-03-04,BFS_SINGAPORE,5,8,4,728450.75,1
1995-03-05,BFS_SINGAPORE,8,7,3,1164290.24,1
1995-03-06,BFS_SINGAPORE,8,8,3,1165488.26,1
1995-03-07,BFS_SINGAPORE,5,9,4,730111.73,1
1995-03-08,BFS_SINGAPORE,8,9,2,1171175.53,1
1995-03-09,BFS_SINGAPORE,5,9,3,722904.71,1
1995-03-10,BFS_SINGAPORE,7,8,4,1015264.76,1
1995-03-11,BFS_SINGAPORE,7,7,4,1010201.81,1
1995-03-12,BFS_SINGAPORE,7,8,5,1023374.15,1
1995-03-13,BFS_SINGAPORE,6,8,4,885058.59,1
1995-03-14,BFS_SINGAPORE,6,9,3,885126.35,1
1995-03-15,BFS_SINGAPORE,7,9,4,1037222.43,1
1995-03-16,BFS_SINGAPORE,5,9,3,744852.58,1
1995-03-17,BFS_SINGAPORE,5,9,3,748751.94,1
1995-03-18,BFS_SINGAPORE,6,8,5,903864.35,1
1995-03-19,BFS_SINGAPORE,8,7,2,1196748.33,1
1995-03-20,BFS_SINGAPORE,6,8,5,895376.88,1
1995-03-21,BFS_SINGAPORE,6,7,4,891470.31,1
1995-03-22,BFS_SINGAPORE,8,7,4,1196827.44,1
1995-03-23,BFS_SINGAPORE,9,7,3,1335216.49,1
1995-03-24,BFS_SINGAPORE,8,6,4,1186010.7,1
1995-03-25,BFS_SINGAPORE,8,5,3,1183605.06,1
1995-03-26,BFS_SINGAPORE,5,7,3,742663.66,1
1995-03-27,BFS_SINGAPORE,9,10,3,1326518.0,1
1995-03-28,BFS_SINGAPORE,7,9,4,1022284.94,1
1995-03-29,BFS_SINGAPORE,8,8,3,1165409.79,1
1995-03-30,BFS_SINGAPORE,8,8,4,1157808.53,1
1995-03-31,BFS_SINGAPORE,6,8,4,881571.68,1
1995-04-01,BFS_SINGAPORE,6,9,4,879708.36,1
1995-04-02,BFS_SINGAPORE,8,10,3,1175993.82,1
1995-04-03,BFS_SINGAPORE,7,9,4,1023622.13,1
1995-04-04,BFS_SINGAPORE,9,9,4,1319162.34,1
1995-04-05,BFS_SINGAPORE,7,10,5,1029750.08,1
1995-04-06,BFS_SINGAPORE,5,8,4,739410.75,1
1995-04-07,BFS_SINGAPORE,7,8,6,1032301.85,1
1995-04-08,BFS_SINGAPORE,7,9,2,1031592.51,1
1995-04-09,BFS_SINGAPORE,7,8,5,1034056.9,1
1995-04-10,BFS_SINGAPORE,8,6,3,1192782.28,1
1995-04-11,BFS_SINGAPORE,8,8,4,1199028.21,1
1995-04-12,BFS_SINGAPORE,5,9,3,743187.96,1
1995-04-13,BFS_SINGAPORE,5,7,3,743841.64,1
