date,entity_id,desk_id,trader_id,instrument,account_id,authorized_flag,secret_account_flag,quantity,price,actual_pnl,reported_pnl,hidden_loss,trade_hour,fraud_label
1995-01-09,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,NIKKEI_FUT,AUTH_MAIN,1,0,3531.45,19320.0,792446.24,792446.24,0.0,23,0
1995-01-09,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,JGB_FUT,88888,0,1,1079.13,143.2,-259030.09,-229889.21,29140.89,23,0
1995-01-09,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,NIKKEI_SHORT_VOL,AUTH_MAIN,1,0,467.09,19320.0,-4814380.33,-4272762.55,541617.79,22,0
1995-01-10,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,NIKKEI_FUT,AUTH_MAIN,1,0,4149.54,19410.0,723357.88,723357.88,0.0,20,0
1995-01-10,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,JGB_FUT,AUTH_MAIN,1,0,1180.91,143.0,-144110.69,-127898.24,16212.45,18,0
1995-01-10,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,NIKKEI_SHORT_VOL,88888,0,1,396.36,19410.0,-4155061.03,-3687616.66,467444.37,17,0
1995-01-11,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,NIKKEI_FUT,88888,0,1,4471.68,19350.0,-373012.02,-331048.16,41963.85,23,0
1995-01-11,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,JGB_FUT,88888,0,1,1112.27,142.8,-293262.78,-260270.72,32992.06,23,0
1995-01-11,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,NIKKEI_SHORT_VOL,88888,0,1,440.07,19350.0,-5169070.47,-4587550.04,581520.43,23,0
1995-01-12,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,NIKKEI_FUT,AUTH_MAIN,1,0,5136.97,19480.0,1524884.38,1524884.38,0.0,20,0
1995-01-12,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,JGB_FUT,AUTH_MAIN,1,0,1117.89,142.3,260063.7,260063.7,0.0,19,0
1995-01-12,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,NIKKEI_SHORT_VOL,88888,0,1,388.27,19480.0,-4456033.58,-3954729.8,501303.78,17,0
1995-01-13,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,NIKKEI_FUT,AUTH_MAIN,1,0,6278.67,19260.0,-2088200.71,-1853278.13,234922.58,23,0
1995-01-13,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,JGB_FUT,AUTH_MAIN,1,0,1436.19,142.0,348890.27,348890.27,0.0,23,0
1995-01-13,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,NIKKEI_SHORT_VOL,88888,0,1,420.84,19260.0,-5834992.44,-5178555.79,656436.65,23,0
1995-01-16,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,NIKKEI_FUT,88888,0,1,7560.26,19140.0,-1164889.69,-1033839.6,131050.09,23,0
1995-01-16,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,JGB_FUT,AUTH_MAIN,1,0,1658.22,141.9,821861.95,821861.95,0.0,20,0
1995-01-16,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,NIKKEI_SHORT_VOL,AUTH_MAIN,1,0,438.48,19140.0,-5607707.43,-4976840.34,630867.09,18,0
1995-01-17,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,NIKKEI_FUT,AUTH_MAIN,1,0,8047.07,18550.0,-8831193.06,-7837683.84,993509.22,23,0
1995-01-17,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,JGB_FUT,AUTH_MAIN,1,0,1905.89,141.3,372798.17,372798.17,0.0,16,0
1995-01-17,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,NIKKEI_SHORT_VOL,AUTH_MAIN,1,0,559.13,18550.0,-11185136.94,-9926809.04,1258327.91,20,0
1995-01-18,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,NIKKEI_FUT,88888,0,1,9174.8,18110.0,-8396053.01,-7451497.05,944555.96,21,0
1995-01-18,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,JGB_FUT,88888,0,1,2205.66,140.8,-468585.98,-415870.06,52715.92,22,0
1995-01-18,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,NIKKEI_SHORT_VOL,88888,0,1,647.64,18110.0,-14371718.7,-12754900.35,1616818.35,17,0
1995-01-19,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,NIKKEI_FUT,AUTH_MAIN,1,0,10136.56,18320.0,4263306.76,4263306.76,0.0,18,0
1995-01-19,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,JGB_FUT,88888,0,1,2410.49,140.5,-654184.29,-580588.56,73595.73,20,0
1995-01-19,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,NIKKEI_SHORT_VOL,88888,0,1,679.65,18320.0,-13220972.44,-11733613.04,1487359.4,18,0
1995-01-20,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,NIKKEI_FUT,AUTH_MAIN,1,0,12174.35,18480.0,4066946.5,4066946.5,0.0,17,0
1995-01-20,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,JGB_FUT,88888,0,1,2623.77,140.1,-10193.5,-9046.73,1146.77,20,0
1995-01-20,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,NIKKEI_SHORT_VOL,88888,0,1,792.28,18480.0,-12338530.15,-10950445.51,1388084.64,23,0
1995-01-23,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,NIKKEI_FUT,88888,0,1,13035.4,18360.0,-2686460.71,-2384233.88,302226.83,18,0
1995-01-23,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,JGB_FUT,AUTH_MAIN,1,0,2610.05,139.9,228207.94,228207.94,0.0,19,0
1995-01-23,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,NIKKEI_SHORT_VOL,88888,0,1,1062.43,18360.0,-12119393.72,-10755961.93,1363431.79,23,0
1995-01-24,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,NIKKEI_FUT,88888,0,1,16230.58,18210.0,-4297179.66,-3813746.95,483432.71,23,0
1995-01-24,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,JGB_FUT,AUTH_MAIN,1,0,2804.1,139.6,345563.61,345563.61,0.0,23,0
1995-01-24,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,NIKKEI_SHORT_VOL,88888,0,1,1183.33,18210.0,-10776050.34,-9563744.67,1212305.66,18,0
1995-01-25,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,NIKKEI_FUT,88888,0,1,18522.19,18080.0,-4981976.94,-4421504.53,560472.41,20,0
1995-01-25,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,JGB_FUT,AUTH_MAIN,1,0,3516.48,139.5,-485779.82,-431129.59,54650.23,21,0
1995-01-25,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,NIKKEI_SHORT_VOL,88888,0,1,1417.31,18080.0,-10252956.47,-9099498.86,1153457.6,23,0
1995-01-26,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,NIKKEI_FUT,88888,0,1,21592.55,17990.0,-3164240.41,-2808263.37,355977.05,22,0
1995-01-26,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,JGB_FUT,88888,0,1,4324.14,139.7,-22633.61,-20087.33,2546.28,20,0
1995-01-26,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,NIKKEI_SHORT_VOL,88888,0,1,1539.93,17990.0,-9669823.2,-8581968.09,1087855.11,23,0
1995-01-27,BFS_SINGAPORE,EQUITY_DERIVATIVES_APAC,NICK_LEESON,NIKKEI_FUT,AUTH_MAIN,1,0,23893.92,18170.0,9004833.08,9004833.08,0.0,17,0
