date,entity_id,reported_pnl_total,actual_pnl_total,margin_call_amount,funding_transfer,realized_cash_delta,hidden_loss_total,fraud_label
1995-01-09,BFS_SINGAPORE,-3710205.51,-4280964.18,1284289.25,154114.71,-4435078.89,570758.67,0
1995-01-10,BFS_SINGAPORE,-3092157.02,-3575813.84,1072744.15,128729.3,-3704543.14,483656.82,0
1995-01-11,BFS_SINGAPORE,-5178868.92,-5835345.26,1808957.03,217074.84,-6052420.11,656476.34,0
1995-01-12,BFS_SINGAPORE,-2169781.73,-2671085.5,854747.36,102569.68,-2773655.19,501303.78,0
1995-01-13,BFS_SINGAPORE,-6682943.65,-7574302.88,2575262.98,309031.56,-7883334.44,891359.23,0
1995-01-16,BFS_SINGAPORE,-5188817.99,-5950735.17,2082757.31,249930.88,-6200666.04,761917.18,0
1995-01-17,BFS_SINGAPORE,-17391694.71,-19643531.84,9428895.28,1131467.43,-20774999.27,2251837.13,0
1995-01-18,BFS_SINGAPORE,-20622267.46,-23236357.7,12315269.58,1477832.35,-24714190.05,2614090.24,0
1995-01-19,BFS_SINGAPORE,-8050894.84,-9611849.98,4902043.49,588245.22,-10200095.2,1560955.13,0
1995-01-20,BFS_SINGAPORE,-6892545.74,-8281777.15,4140888.58,496906.63,-8778683.78,1389231.41,0
1995-01-23,BFS_SINGAPORE,-12911987.88,-14577646.5,7143046.79,857165.61,-15434812.12,1665658.62,0
1995-01-24,BFS_SINGAPORE,-13031928.01,-14727666.38,7069279.86,848313.58,-15575979.97,1695738.37,0
1995-01-25,BFS_SINGAPORE,-13952132.99,-15720713.23,7388735.22,886648.23,-16607361.45,1768580.24,0
1995-01-26,BFS_SINGAPORE,-11410318.79,-12856697.23,5914080.73,709689.69,-13566386.92,1446378.44,0
1995-01-27,BFS_SINGAPORE,227314.05,-920336.16,414151.27,49698.15,-970034.32,1147650.21,0
1995-01-30,BFS_SINGAPORE,-14125505.33,-16098900.24,7405494.11,888659.29,-16987559.53,1973394.9,0
1995-01-31,BFS_SINGAPORE,-14894262.18,-16850623.99,7919793.28,950375.19,-17800999.18,1956361.81,0
1995-02-01,BFS_SINGAPORE,-15300384.07,-17320345.73,7967359.04,956083.08,-18276428.82,2019961.66,0
