date,entity_id,reported_pnl_total,actual_pnl_total,margin_call_amount,funding_transfer,realized_cash_delta,hidden_loss_total,fraud_label
1995-01-09,BFS_SINGAPORE,-3191918.55,-3641101.97,1092330.59,131079.67,-3772181.64,449183.41,0
1995-01-10,BFS_SINGAPORE,-3117192.63,-3601632.32,1080489.69,129658.76,-3731291.08,484439.69,0
1995-01-11,BFS_SINGAPORE,-3913237.02,-4413904.43,1368310.37,164197.24,-4578101.68,500667.42,0
1995-01-12,BFS_SINGAPORE,-3129515.61,-3683776.24,1178808.4,141457.01,-3825233.25,554260.63,0
1995-01-13,BFS_SINGAPORE,-6614616.59,-7453089.12,2534050.3,304086.04,-7757175.15,838472.53,0
1995-01-16,BFS_SINGAPORE,-6209993.12,-6997175.35,2449011.37,293881.36,-7291056.71,787182.23,0
1995-01-17,BFS_SINGAPORE,-15858808.12,-17869079.57,8577158.2,1029258.98,-18898338.56,2010271.45,0
1995-01-18,BFS_SINGAPORE,-18324061.1,-20646829.41,10942819.59,1313138.35,-21959967.76,2322768.31,0
1995-01-19,BFS_SINGAPORE,-7853999.19,-9296742.58,4741338.71,568960.65,-9865703.22,1442743.39,0
1995-01-20,BFS_SINGAPORE,-7591945.5,-9012068.69,4506034.34,540724.12,-9552792.81,1420123.19,0
1995-01-23,BFS_SINGAPORE,-11854647.62,-13402253.82,6567104.37,788052.52,-14190306.35,1547606.2,0
1995-01-24,BFS_SINGAPORE,-12177067.13,-13789452.9,6618937.39,794272.49,-14583725.39,1612385.77,0
1995-01-25,BFS_SINGAPORE,-11665116.92,-13149038.27,6180047.99,741605.76,-13890644.03,1483921.35,0
1995-01-26,BFS_SINGAPORE,-10527699.25,-11862196.34,5456610.32,654793.24,-12516989.58,1334497.09,0
1995-01-27,BFS_SINGAPORE,-2777187.56,-3887305.16,1749287.32,209914.48,-4097219.64,1110117.6,0
1995-01-30,BFS_SINGAPORE,-11076838.67,-12529786.25,5763701.67,691644.2,-13221430.45,1452947.58,0
1995-01-31,BFS_SINGAPORE,-12931156.52,-14570317.2,6848049.08,821765.89,-15392083.09,1639160.69,0
1995-02-01,BFS_SINGAPORE,-10774843.02,-12172285.82,5599251.48,671910.18,-12844196.0,1397442.8,0
1995-02-02,BFS_SINGAPORE,-9626003.14,-10858866.34,4886489.85,586378.78,-11445245.12,1232863.2,0
1995-02-03,BFS_SINGAPORE,-5344506.49,-6446948.76,2836657.45,340398.89,-6787347.66,1102442.27,0
1995-02-06,BFS_SINGAPORE,-7594018.25,-8685623.09,3734817.93,448178.15,-9133801.24,1091604.84,0
1995-02-07,BFS_SINGAPORE,-1001757.31,-1928078.06,809792.78,97175.13,-2025253.19,926320.75,0
1995-02-08,BFS_SINGAPORE,-4232273.07,-5200737.76,2132302.48,255876.3,-5456614.06,968464.7,0
1995-02-09,BFS_SINGAPORE,906704.44,58136.61,0.0,0.0,58136.61,848567.83,0
1995-02-10,BFS_SINGAPORE,1094878.66,-4134010.43,1653604.17,1901644.8,-6035655.23,5228889.09,1
1995-02-13,BFS_SINGAPORE,-3538730.2,-14685237.89,6020947.53,6924089.66,-21609327.55,11146507.69,1
1995-02-14,BFS_SINGAPORE,-2789753.97,-11159015.89,4575196.52,5261475.99,-16420491.89,8369261.92,1
1995-02-15,BFS_SINGAPORE,-4064639.92,-16258559.69,6828595.07,7852884.33,-24111444.03,12193919.77,1
1995-02-16,BFS_SINGAPORE,-4113185.8,-16452743.18,7074679.57,8135881.5,-24588624.68,12339557.39,1
1995-02-17,BFS_SINGAPORE,-5028358.64,-20113434.56,8849911.21,10177397.89,-30290832.45,15085075.92,1
1995-02-20,BFS_SINGAPORE,-4909281.23,-19637124.92,8836706.21,10162212.14,-29799337.06,14727843.69,1
1995-02-21,BFS_SINGAPORE,-5561424.71,-22245698.83,10233021.46,11767974.68,-34013673.51,16684274.12,1
1995-02-22,BFS_SINGAPORE,-7389622.74,-29558490.95,14188075.65,16316287.0,-45874777.95,22168868.21,1
1995-02-23,BFS_SINGAPORE,-8576758.29,-34307033.16,17496586.91,20121074.95,-54428108.1,25730274.87,1
1995-02-24,BFS_SINGAPORE,-9603888.18,-38415552.71,20744398.46,23856058.23,-62271610.94,28811664.53,1
1995-02-27,BFS_SINGAPORE,-9522107.11,-38088428.44,21329519.93,24528947.92,-62617376.36,28566321.33,1
1995-02-28,BFS_SINGAPORE,9203316.4,-1569071.04,815916.94,938304.48,-2507375.52,10772387.44,1
1995-03-01,BFS_SINGAPORE,-5476997.42,-21907989.7,11164420.96,12839084.1,-34747073.8,16430992.27,1
1995-03-02,BFS_SINGAPORE,47196162.98,36634077.74,0.0,0.0,36634077.74,10562085.24,1
1995-03-03,BFS_SINGAPORE,60141735.65,49111313.16,0.0,0.0,49111313.16,11030422.49,1
1995-03-04,BFS_SINGAPORE,36098018.82,26448852.82,0.0,0.0,26448852.82,9649166.0,1
1995-03-05,BFS_SINGAPORE,-1362784.29,-10442590.65,5239161.64,6025035.88,-16467626.54,9079806.37,1
1995-03-06,BFS_SINGAPORE,79122116.97,69520033.1,0.0,0.0,69520033.1,9602083.87,1
1995-03-07,BFS_SINGAPORE,-12432063.45,-49728253.81,25664755.74,29514469.1,-79242722.91,37296190.36,1
1995-03-08,BFS_SINGAPORE,92853553.21,82672119.0,0.0,0.0,82672119.0,10181434.22,1
1995-03-09,BFS_SINGAPORE,-18223296.74,-72893186.97,37330568.3,42930153.54,-115823340.51,54669890.23,1
1995-03-10,BFS_SINGAPORE,-11529862.23,-46119448.91,23883679.34,27466231.24,-73585680.15,34589586.68,1
