date,entity_id,reconciliation_breaks,late_entries,backdated_entries,unresolved_break_value,fraud_label
1995-01-09,BFS_SINGAPORE,5,9,2,601800.0,0
1995-01-10,BFS_SINGAPORE,6,8,4,722160.0,0
1995-01-11,BFS_SINGAPORE,6,9,4,728280.0,0
1995-01-12,BFS_SINGAPORE,6,6,4,734400.0,0
1995-01-13,BFS_SINGAPORE,5,9,4,622200.0,0
1995-01-16,BFS_SINGAPORE,8,8,4,1003680.0,0
1995-01-17,BFS_SINGAPORE,6,7,4,832320.0,0
1995-01-18,BFS_SINGAPORE,8,8,5,1150560.0,0
1995-01-19,BFS_SINGAPORE,4,9,3,567120.0,0
1995-01-20,BFS_SINGAPORE,9,10,4,1266840.0,0
1995-01-23,BFS_SINGAPORE,5,9,3,698700.0,0
1995-01-24,BFS_SINGAPORE,10,6,5,1387200.0,0
1995-01-25,BFS_SINGAPORE,5,8,3,688500.0,0
1995-01-26,BFS_SINGAPORE,7,8,3,956760.0,0
1995-01-27,BFS_SINGAPORE,5,7,4,678300.0,0
1995-01-30,BFS_SINGAPORE,7,9,3,956760.0,0
1995-01-31,BFS_SINGAPORE,8,11,5,1101600.0,0
1995-02-01,BFS_SINGAPORE,4,8,5,546720.0,0
1995-02-02,BFS_SINGAPORE,9,9,5,1220940.0,0
1995-02-03,BFS_SINGAPORE,7,9,3,942480.0,0
1995-02-06,BFS_SINGAPORE,8,8,4,1068960.0,0
1995-02-07,BFS_SINGAPORE,7,7,4,928200.0,0
1995-02-08,BFS_SINGAPORE,7,9,6,921060.0,0
1995-02-09,BFS_SINGAPORE,6,5,4,783360.0,0
1995-02-10,BFS_SINGAPORE,4,8,4,522240.0,1
1995-02-13,BFS_SINGAPORE,5,7,3,657900.0,1
1995-02-14,BFS_SINGAPORE,8,9,4,1052640.0,1
1995-02-15,BFS_SINGAPORE,8,8,4,1060800.0,1
1995-02-16,BFS_SINGAPORE,11,7,4,1469820.0,1
1995-02-17,BFS_SINGAPORE,4,6,4,538560.0,1
1995-02-20,BFS_SINGAPORE,6,9,4,813960.0,1
1995-02-21,BFS_SINGAPORE,6,6,4,820080.0,1
1995-02-22,BFS_SINGAPORE,7,11,4,971040.0,1
1995-02-23,BFS_SINGAPORE,7,8,3,992460.0,1
1995-02-24,BFS_SINGAPORE,5,8,5,724200.0,1
1995-02-27,BFS_SINGAPORE,5,7,4,734400.0,1
1995-02-28,BFS_SINGAPORE,11,5,5,1570800.0,1
1995-03-01,BFS_SINGAPORE,7,6,4,992177.97,1
1995-03-02,BFS_SINGAPORE,6,6,4,857628.34,1
1995-03-03,BFS_SINGAPORE,8,8,3,1151524.32,1
