date,nikkei_close,nikkei_return,jgb_futures,usd_jpy,gbp_jpy,volatility_proxy
1995-01-09,19320.0,0.002,143.2,100.1,154.4,0.18
1995-01-10,19410.0,0.005,143.0,99.8,154.1,0.18
1995-01-11,19350.0,-0.003,142.8,99.6,153.7,0.19
1995-01-12,19480.0,0.007,142.3,99.4,153.3,0.2
1995-01-13,19260.0,-0.011,142.0,99.2,153.0,0.22
1995-01-16,19140.0,-0.006,141.9,98.8,152.4,0.23
1995-01-17,18550.0,-0.031,141.3,98.1,151.5,0.36
1995-01-18,18110.0,-0.024,140.8,97.9,150.8,0.41
1995-01-19,18320.0,0.012,140.5,97.6,150.2,0.39
1995-01-20,18480.0,0.009,140.1,97.2,149.6,0.38
1995-01-23,18360.0,-0.006,139.9,96.9,149.3,0.37
1995-01-24,18210.0,-0.008,139.6,96.7,149.1,0.36
1995-01-25,18080.0,-0.007,139.5,96.4,148.7,0.35
1995-01-26,17990.0,-0.005,139.7,96.1,148.5,0.34
1995-01-27,18170.0,0.01,139.9,95.9,148.1,0.33
1995-01-30,18040.0,-0.007,140.3,95.5,147.6,0.34
1995-01-31,17930.0,-0.006,140.8,95.2,147.1,0.35
1995-02-01,17820.0,-0.006,141.0,95.0,146.9,0.34
1995-02-02,17760.0,-0.003,141.3,94.8,146.7,0.33
1995-02-03,17890.0,0.007,141.5,94.9,146.8,0.32
1995-02-06,17940.0,0.003,141.6,95.0,147.0,0.31
1995-02-07,18060.0,0.007,141.7,95.2,147.5,0.3
1995-02-08,18120.0,0.003,141.9,95.3,147.8,0.29
1995-02-09,18290.0,0.009,142.1,95.5,148.2,0.28
1995-02-10,18360.0,0.004,142.2,95.6,148.5,0.28
1995-02-13,18210.0,-0.008,142.0,95.7,148.6,0.29
1995-02-14,18140.0,-0.004,142.2,95.8,148.8,0.29
1995-02-15,18010.0,-0.007,142.3,95.9,148.9,0.3
1995-02-16,17880.0,-0.007,142.7,96.1,149.0,0.31
1995-02-17,17740.0,-0.008,142.9,96.4,149.5,0.32
1995-02-20,17620.0,-0.007,143.1,96.5,149.9,0.33
1995-02-21,17510.0,-0.006,143.3,96.7,150.4,0.34
1995-02-22,17360.0,-0.009,143.7,96.9,150.9,0.36
1995-02-23,17190.0,-0.01,144.0,97.1,151.3,0.39
1995-02-24,17020.0,-0.01,144.3,97.5,152.0,0.42
1995-02-27,16880.0,-0.008,144.5,97.9,152.7,0.44
1995-02-28,16970.0,0.005,144.7,98.1,153.1,0.4
1995-03-01,16616.18025084154,-0.02084972004469416,144.82212447118513,97.8940945027428,153.41899191402047,0.38429155972258355
1995-03-02,16637.16345920719,0.0012628178106451771,144.80667080625338,97.7966225078278,153.4298433769295,0.39571421566366777
1995-03-03,16624.69964404541,-0.000749155058333183,144.79203364796848,97.70451033906147,153.44584729186516,0.389863644137169
1995-03-04,16492.267561046123,-0.007965983496533175,144.948708962341,97.5546685142218,153.662863738138,0.38339295582554167
1995-03-05,16585.240564477383,0.005637369336091586,144.96736796580038,97.48006508674804,153.35060893355134,0.40341547150229234
1995-03-06,16892.086241504494,0.018501129111405196,144.9759660626492,97.5548467957942,153.64759209408413,0.4121196339592381
1995-03-07,16858.385180365283,-0.0019950798650557617,144.87349696937477,97.3356044995074,153.55830505958392,0.4192321072732605
1995-03-08,16721.188717016466,-0.008138173489392444,145.10628587534296,97.5881154042845,153.22425900329694,0.4143409812433924
1995-03-09,16522.73469270544,-0.011868416036060255,145.17987954953063,97.78696840067636,153.4222620053256,0.42062442634049024
1995-03-10,16456.016426301256,-0.00403796754260278,145.2596638718435,98.16110851172883,153.36497977954852,0.41535799779012145
1995-03-11,16339.671914190449,-0.007070028924184622,145.2020010043836,98.37577454249333,153.52517016977708,0.42377172659520257
1995-03-12,16333.115823816552,-0.00040123757737161475,145.15654087681983,98.24417230096708,153.59071351154327,0.4090090128106759
1995-03-13,16296.085129413292,-0.0022672155639319705,145.26288484201723,98.31904869888434,153.5247087080222,0.4047811228749049
1995-03-14,16414.6953665861,0.007278449776794862,145.29109551962142,98.16988513033621,153.093085478644,0.4145747531085181
1995-03-15,16525.234203309377,0.006734138785681694,145.2267654892758,98.1535895099797,153.31416489564717,0.4171593579194611
1995-03-16,16619.22721100633,0.005687847236569318,145.35241120851944,98.01542135232819,153.31826829876005,0.40546936656120647
1995-03-17,16643.95599060004,0.001487962062239024,145.45721853379578,97.98329350164529,153.34657105788543,0.42160877205315883
1995-03-18,16548.320940208192,-0.005745932664437349,145.68322106491593,98.14093330161961,153.34839562961005,0.41981020904837946
1995-03-19,16565.09015033949,0.0010133481331359934,145.83750444177255,98.23160863552188,153.52818563397346,0.41612921518887797
1995-03-20,16309.208758454259,-0.015447026823454134,145.9714649058464,98.41142859367193,153.46931598138497,0.42933681730155904
1995-03-21,16242.231148941057,-0.004106735679527185,146.19975239494505,98.17738513341408,153.22806658095166,0.4296850847385904
1995-03-22,16102.173340531102,-0.008623064597814643,146.14804642209555,98.22942390193033,152.88552996701716,0.4334299756297598
1995-03-23,16022.222688649095,-0.004965208744881806,146.09245321293102,98.3200206616673,152.9207476013716,0.4320516871432556
1995-03-24,16053.793673354088,0.0019704497508549823,146.06419972537924,98.44662513845077,153.34693813549768,0.4361967536270039
1995-03-25,15998.061020879453,-0.0034716188340665963,146.06577342096216,98.35379214955199,153.22808242846708,0.43708725604616927
1995-03-26,15982.171501906932,-0.0009932152997655585,146.34597231481118,98.17394347643064,153.01023650008975,0.4514276022648747
1995-03-27,16056.314752841077,0.004639122470015955,146.60706671622046,98.41775192205307,153.29197992561646,0.4566916617870255
1995-03-28,15939.418871951531,-0.0072803680476468905,146.56168398808703,98.63817398534628,153.67531998299802,0.46615820849414497
1995-03-29,16027.784951609596,0.005543870850496418,146.48140436200256,98.43110745347805,154.0527955270024,0.46730374289381954
1995-03-30,16007.122715686368,-0.0012891510577169507,146.55740622642028,98.55932859801665,154.20621802612206,0.46885914936142964
1995-03-31,16073.727457929976,0.0041609440638783034,146.6895790674809,98.6369980746078,154.1540126576765,0.4549666990049581
1995-04-01,15974.654571428704,-0.006163653499823105,146.8357253088599,99.01694290305055,154.39991004964074,0.4551810810508827
1995-04-02,15814.716576279534,-0.010011984574315963,146.8237813644308,99.52009303478661,154.45455571412825,0.4498492431176605
1995-04-03,15792.748965978206,-0.0013890612705810962,146.85679453344648,99.69244936809075,154.87196071889028,0.45208400373741514
1995-04-04,15713.034621936651,-0.0050475280911057,146.94010010117037,100.18335404000952,154.79831011241595,0.4512383011506057
1995-04-05,15501.423520244063,-0.013467233210137671,147.11255233403392,100.09030630417215,154.49332139935697,0.4742869844098315
1995-04-06,15254.264784874953,-0.015944260541384078,147.42703769848228,100.1245387663064,154.3319612100237,0.4756694346307908
1995-04-07,15099.07249879058,-0.010173698193455517,147.45075853160012,100.23213510499934,154.34187141867505,0.4628758738565816
1995-04-08,14899.901032729287,-0.013190973556637108,147.52538961030334,100.37676630444463,154.1151912314371,0.44890693930938264
1995-04-09,14829.809599225582,-0.0047041542993970405,147.69073604181884,100.06392054680977,154.62559174681417,0.4618716338975064
1995-04-10,14757.788289575357,-0.004856522881722347,147.70562755009553,100.02297862754442,154.25962548011253,0.4653507026491521
1995-04-11,14685.699017933479,-0.004884828961315403,147.8628489749488,99.85513570649164,154.534362720457,0.4853075842744662
1995-04-12,14793.760527444929,0.007358281643896699,147.9854572846311,100.03267316443292,154.5074586314137,0.48638037022882674
1995-04-13,14776.522725328045,-0.0011652075944386408,147.81975890430354,99.9158783869993,154.4328134394186,0.4704650178601038
1995-04-14,14919.964244131434,0.009707393374594246,147.77132641962413,99.82115858310357,154.5634353895779,0.4844341877920261
1995-04-15,14927.170172750879,0.0004829722445400873,147.73078151245892,99.75109137972515,154.46377425600733,0.4861413019301107
