date,entity_id,reported_pnl_total,actual_pnl_total,margin_call_amount,funding_transfer,realized_cash_delta,hidden_loss_total,fraud_label
1995-01-09,BFS_SINGAPORE,-3318812.8,-3648213.97,1094464.19,131335.7,-3779549.67,329401.17,0
1995-01-10,BFS_SINGAPORE,-3289581.12,-3644836.9,1093451.07,131214.13,-3776051.02,355255.77,0
1995-01-11,BFS_SINGAPORE,-4010241.77,-4374115.27,1355975.73,162717.09,-4536832.35,363873.5,0
1995-01-12,BFS_SINGAPORE,-3406703.63,-3813161.42,1220211.66,146425.4,-3959586.82,406457.79,0
1995-01-13,BFS_SINGAPORE,-6602148.79,-7195802.49,2446572.85,293588.74,-7489391.23,593653.71,0
1995-01-16,BFS_SINGAPORE,-6244706.94,-6806220.1,2382177.03,285861.24,-7092081.34,561513.16,0
1995-01-17,BFS_SINGAPORE,-14357458.33,-15648455.94,7511258.85,901351.06,-16549807.01,1290997.62,0
1995-01-18,BFS_SINGAPORE,-16468466.11,-17949281.87,9513119.39,1141574.33,-19090856.19,1480815.75,0
1995-01-19,BFS_SINGAPORE,-8868477.22,-9875813.41,5036664.84,604399.78,-10480213.19,1007336.19,0
1995-01-20,BFS_SINGAPORE,-8470038.94,-9465613.24,4732806.62,567936.79,-10033550.03,995574.3,0
1995-01-23,BFS_SINGAPORE,-11176574.04,-12212538.53,5984143.88,718097.27,-12930635.79,1035964.49,0
1995-01-24,BFS_SINGAPORE,-11199613.15,-12254568.32,5882192.79,705863.14,-12960431.45,1054955.17,0
1995-01-25,BFS_SINGAPORE,-10756186.82,-11726224.79,5511325.65,661359.08,-12387583.87,970037.97,0
1995-01-26,BFS_SINGAPORE,-9784569.18,-10664380.58,4905615.07,588673.81,-11253054.39,879811.4,0
1995-01-27,BFS_SINGAPORE,-4549914.57,-5339498.31,2402774.24,288332.91,-5627831.22,789583.74,0
1995-01-30,BFS_SINGAPORE,-9980924.81,-10912511.74,5019755.4,602370.65,-11514882.39,931586.93,0
1995-01-31,BFS_SINGAPORE,-11898904.96,-12968833.75,6095351.86,731442.22,-13700275.97,1069928.78,0
