date,entity_id,instrument,net_exposure,gross_exposure,leverage_proxy,fraud_label
1995-01-09,BFS_SINGAPORE,NIKKEI_FUT,60346114.44,60346114.44,12.0692,0
1995-01-09,BFS_SINGAPORE,JGB_FUT,-18215558.05,18215558.05,3.6431,0
1995-01-09,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-8734652.7,8734652.7,1.7469,0
1995-01-10,BFS_SINGAPORE,NIKKEI_FUT,72036598.37,72036598.37,14.4073,0
1995-01-10,BFS_SINGAPORE,JGB_FUT,-19249161.96,19249161.96,3.8498,0
1995-01-10,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-9811448.68,9811448.68,1.9623,0
1995-01-11,BFS_SINGAPORE,NIKKEI_FUT,71978659.59,71978659.59,14.3957,0
1995-01-11,BFS_SINGAPORE,JGB_FUT,-19495561.83,19495561.83,3.8991,0
1995-01-11,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-10679473.49,10679473.49,2.1359,0
1995-01-12,BFS_SINGAPORE,NIKKEI_FUT,73856111.77,73856111.77,14.7712,0
1995-01-12,BFS_SINGAPORE,JGB_FUT,-19621311.2,19621311.2,3.9243,0
1995-01-12,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-11238878.24,11238878.24,2.2478,0
1995-01-13,BFS_SINGAPORE,NIKKEI_FUT,73598530.08,73598530.08,14.7197,0
1995-01-13,BFS_SINGAPORE,JGB_FUT,-22690110.78,22690110.78,4.538,0
1995-01-13,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-12011514.4,12011514.4,2.4023,0
1995-01-16,BFS_SINGAPORE,NIKKEI_FUT,81743885.71,81743885.71,16.3488,0
1995-01-16,BFS_SINGAPORE,JGB_FUT,-24176909.31,24176909.31,4.8354,0
1995-01-16,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-11853109.14,11853109.14,2.3706,0
1995-01-17,BFS_SINGAPORE,NIKKEI_FUT,87955385.99,87955385.99,17.5911,0
1995-01-17,BFS_SINGAPORE,JGB_FUT,-27247839.01,27247839.01,5.4496,0
1995-01-17,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-12554051.1,12554051.1,2.5108,0
1995-01-18,BFS_SINGAPORE,NIKKEI_FUT,97270730.05,97270730.05,19.4541,0
1995-01-18,BFS_SINGAPORE,JGB_FUT,-27125539.16,27125539.16,5.4251,0
1995-01-18,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-13258307.64,13258307.64,2.6517,0
1995-01-19,BFS_SINGAPORE,NIKKEI_FUT,108967710.76,108967710.76,21.7935,0
