date,entity_id,reconciliation_breaks,late_entries,backdated_entries,unresolved_break_value,fraud_label
1995-01-09,BFS_SINGAPORE,0,2,0,0.0,0
1995-01-10,BFS_SINGAPORE,1,2,0,56640.0,0
1995-01-11,BFS_SINGAPORE,2,0,1,114240.0,0
1995-01-12,BFS_SINGAPORE,1,2,0,57600.0,0
1995-01-13,BFS_SINGAPORE,2,2,1,117120.0,0
1995-01-16,BFS_SINGAPORE,1,2,0,59040.0,0
1995-01-17,BFS_SINGAPORE,0,1,0,0.0,0
1995-01-18,BFS_SINGAPORE,1,2,0,67680.0,0
1995-01-19,BFS_SINGAPORE,1,3,1,66720.0,0
1995-01-20,BFS_SINGAPORE,1,3,3,66240.0,0
1995-01-23,BFS_SINGAPORE,3,0,0,197280.0,0
1995-01-24,BFS_SINGAPORE,0,1,0,0.0,0
1995-01-25,BFS_SINGAPORE,3,2,1,194400.0,0
1995-01-26,BFS_SINGAPORE,1,1,0,64320.0,0
1995-01-27,BFS_SINGAPORE,2,0,0,127680.0,0
1995-01-30,BFS_SINGAPORE,0,0,0,0.0,0
1995-01-31,BFS_SINGAPORE,0,0,2,0.0,0
1995-02-01,BFS_SINGAPORE,1,1,0,64320.0,0
1995-02-02,BFS_SINGAPORE,1,3,1,63840.0,0
1995-02-03,BFS_SINGAPORE,0,1,0,0.0,0
1995-02-06,BFS_SINGAPORE,0,1,0,0.0,0
1995-02-07,BFS_SINGAPORE,2,2,0,124800.0,0
1995-02-08,BFS_SINGAPORE,0,0,0,0.0,0
1995-02-09,BFS_SINGAPORE,1,0,1,61440.0,0
1995-02-10,BFS_SINGAPORE,3,0,0,184320.0,0
1995-02-13,BFS_SINGAPORE,1,3,0,61920.0,0
1995-02-14,BFS_SINGAPORE,1,1,1,61920.0,0
1995-02-15,BFS_SINGAPORE,0,0,0,0.0,0
1995-02-16,BFS_SINGAPORE,0,0,0,0.0,0
1995-02-17,BFS_SINGAPORE,1,0,1,63360.0,0
1995-02-20,BFS_SINGAPORE,1,3,0,63840.0,0
1995-02-21,BFS_SINGAPORE,1,2,0,64320.0,0
1995-02-22,BFS_SINGAPORE,1,2,0,65280.0,0
1995-02-23,BFS_SINGAPORE,3,0,0,200160.0,0
1995-02-24,BFS_SINGAPORE,1,1,1,68160.0,0
1995-02-27,BFS_SINGAPORE,0,1,1,0.0,0
1995-02-28,BFS_SINGAPORE,1,1,0,67200.0,0
1995-03-01,BFS_SINGAPORE,1,0,0,66910.4,0
1995-03-02,BFS_SINGAPORE,0,0,0,0.0,0
1995-03-03,BFS_SINGAPORE,0,1,1,0.0,0
1995-03-04,BFS_SINGAPORE,2,0,0,134989.88,0
1995-03-05,BFS_SINGAPORE,0,0,1,0.0,0
1995-03-06,BFS_SINGAPORE,0,0,0,0.0,0
1995-03-07,BFS_SINGAPORE,3,1,0,204794.11,0
1995-03-08,BFS_SINGAPORE,1,0,0,67964.03,0
1995-03-09,BFS_SINGAPORE,1,1,1,67559.6,0
1995-03-10,BFS_SINGAPORE,0,2,1,0.0,0
1995-03-11,BFS_SINGAPORE,2,2,0,136074.36,0
1995-03-12,BFS_SINGAPORE,0,1,0,0.0,0
1995-03-13,BFS_SINGAPORE,1,2,0,67675.94,0
1995-03-14,BFS_SINGAPORE,3,0,2,204213.17,0
1995-03-15,BFS_SINGAPORE,3,0,0,204254.91,0
1995-03-16,BFS_SINGAPORE,1,3,1,68108.21,0
1995-03-17,BFS_SINGAPORE,1,2,1,68722.88,0
1995-03-18,BFS_SINGAPORE,0,1,0,0.0,0
1995-03-19,BFS_SINGAPORE,2,1,1,139264.74,0
1995-03-20,BFS_SINGAPORE,1,3,0,69676.2,0
1995-03-21,BFS_SINGAPORE,2,1,0,139042.66,0
1995-03-22,BFS_SINGAPORE,1,2,0,69745.1,0
1995-03-23,BFS_SINGAPORE,1,0,1,69341.55,0
1995-03-24,BFS_SINGAPORE,0,1,1,0.0,0
1995-03-25,BFS_SINGAPORE,1,2,1,68993.44,0
1995-03-26,BFS_SINGAPORE,1,2,2,69519.63,0
1995-03-27,BFS_SINGAPORE,3,2,1,208199.76,0
1995-03-28,BFS_SINGAPORE,1,0,0,70133.85,0
1995-03-29,BFS_SINGAPORE,1,0,0,70991.88,0
1995-03-30,BFS_SINGAPORE,1,3,1,71524.02,0
1995-03-31,BFS_SINGAPORE,1,0,1,71464.05,0
1995-04-01,BFS_SINGAPORE,1,1,1,71417.46,0
1995-04-02,BFS_SINGAPORE,2,0,1,143145.19,0
1995-04-03,BFS_SINGAPORE,0,1,2,0.0,0
1995-04-04,BFS_SINGAPORE,1,1,1,72044.41,0
1995-04-05,BFS_SINGAPORE,1,1,0,71762.15,0
1995-04-06,BFS_SINGAPORE,2,3,1,141743.93,0
1995-04-07,BFS_SINGAPORE,1,1,0,70827.14,0
1995-04-08,BFS_SINGAPORE,1,3,0,70487.41,0
1995-04-09,BFS_SINGAPORE,0,1,0,0.0,0
1995-04-10,BFS_SINGAPORE,2,1,1,141088.37,0
1995-04-11,BFS_SINGAPORE,0,0,0,0.0,0
1995-04-12,BFS_SINGAPORE,2,1,0,141709.1,0
1995-04-13,BFS_SINGAPORE,1,0,1,70570.76,0
1995-04-14,BFS_SINGAPORE,0,0,1,0.0,0
1995-04-15,BFS_SINGAPORE,1,0,0,70758.56,0
1995-04-16,BFS_SINGAPORE,1,0,0,71573.63,0
1995-04-17,BFS_SINGAPORE,0,1,1,0.0,0
1995-04-18,BFS_SINGAPORE,1,0,1,71495.44,0
1995-04-19,BFS_SINGAPORE,1,0,0,71259.57,0
1995-04-20,BFS_SINGAPORE,2,0,1,142772.56,0
1995-04-21,BFS_SINGAPORE,0,0,0,0.0,0
1995-04-22,BFS_SINGAPORE,5,1,1,355123.67,0
1995-04-23,BFS_SINGAPORE,1,2,0,71107.9,0
1995-04-24,BFS_SINGAPORE,3,0,1,214032.22,0
1995-04-25,BFS_SINGAPORE,1,2,0,71310.63,0
1995-04-26,BFS_SINGAPORE,2,2,0,142987.5,0
1995-04-27,BFS_SINGAPORE,3,4,0,213658.48,0
1995-04-28,BFS_SINGAPORE,2,2,1,144724.71,0
1995-04-29,BFS_SINGAPORE,3,1,0,215187.71,0
1995-04-30,BFS_SINGAPORE,3,4,0,216525.95,0
1995-05-01,BFS_SINGAPORE,1,2,0,71785.73,0
1995-05-02,BFS_SINGAPORE,1,2,0,71703.59,0
1995-05-03,BFS_SINGAPORE,1,0,1,71542.65,0
1995-05-04,BFS_SINGAPORE,0,0,1,0.0,0
1995-05-05,BFS_SINGAPORE,0,1,1,0.0,0
1995-05-06,BFS_SINGAPORE,2,0,0,145920.0,0
1995-05-07,BFS_SINGAPORE,0,1,0,0.0,0
1995-05-08,BFS_SINGAPORE,1,1,1,72960.0,0
1995-05-09,BFS_SINGAPORE,0,0,0,0.0,0
1995-05-10,BFS_SINGAPORE,1,2,0,72957.55,0
1995-05-11,BFS_SINGAPORE,2,1,1,145625.83,0
1995-05-12,BFS_SINGAPORE,1,0,1,72084.36,0
1995-05-13,BFS_SINGAPORE,0,2,1,0.0,0
1995-05-14,BFS_SINGAPORE,1,1,0,72927.37,0
1995-05-15,BFS_SINGAPORE,3,0,0,218880.0,0
1995-05-16,BFS_SINGAPORE,1,0,2,72960.0,0
1995-05-17,BFS_SINGAPORE,1,1,1,72960.0,0
1995-05-18,BFS_SINGAPORE,1,0,0,72960.0,0
1995-05-19,BFS_SINGAPORE,0,3,1,0.0,0
1995-05-20,BFS_SINGAPORE,0,3,2,0.0,0
1995-05-21,BFS_SINGAPORE,3,1,0,218880.0,0
1995-05-22,BFS_SINGAPORE,1,2,0,72672.24,0
