date,entity_id,reconciliation_breaks,late_entries,backdated_entries,unresolved_break_value,fraud_label
1995-01-09,BFS_SINGAPORE,2,0,0,113280.0,0
1995-01-10,BFS_SINGAPORE,3,0,0,169920.0,0
1995-01-11,BFS_SINGAPORE,0,0,1,0.0,0
1995-01-12,BFS_SINGAPORE,3,0,0,172800.0,0
1995-01-13,BFS_SINGAPORE,3,1,1,175680.0,0
1995-01-16,BFS_SINGAPORE,3,3,1,177120.0,0
1995-01-17,BFS_SINGAPORE,1,1,1,65280.0,0
1995-01-18,BFS_SINGAPORE,1,0,1,67680.0,0
1995-01-19,BFS_SINGAPORE,1,1,3,66720.0,0
1995-01-20,BFS_SINGAPORE,3,0,0,198720.0,0
1995-01-23,BFS_SINGAPORE,1,1,2,65760.0,0
1995-01-24,BFS_SINGAPORE,2,1,0,130560.0,0
1995-01-25,BFS_SINGAPORE,0,0,2,0.0,0
1995-01-26,BFS_SINGAPORE,3,0,0,192960.0,0
1995-01-27,BFS_SINGAPORE,2,0,0,127680.0,0
1995-01-30,BFS_SINGAPORE,3,1,1,192960.0,0
1995-01-31,BFS_SINGAPORE,1,1,1,64800.0,0
1995-02-01,BFS_SINGAPORE,3,2,1,192960.0,0
1995-02-02,BFS_SINGAPORE,2,0,0,127680.0,0
1995-02-03,BFS_SINGAPORE,0,0,1,0.0,0
1995-02-06,BFS_SINGAPORE,0,0,2,0.0,0
1995-02-07,BFS_SINGAPORE,0,0,1,0.0,0
1995-02-08,BFS_SINGAPORE,0,0,0,0.0,0
1995-02-09,BFS_SINGAPORE,2,1,0,122880.0,0
1995-02-10,BFS_SINGAPORE,1,0,0,61440.0,0
1995-02-13,BFS_SINGAPORE,0,1,0,0.0,0
1995-02-14,BFS_SINGAPORE,1,2,1,61920.0,0
1995-02-15,BFS_SINGAPORE,3,0,0,187200.0,0
1995-02-16,BFS_SINGAPORE,1,0,0,62880.0,0
1995-02-17,BFS_SINGAPORE,1,0,0,63360.0,0
1995-02-20,BFS_SINGAPORE,2,1,0,127680.0,0
1995-02-21,BFS_SINGAPORE,1,2,1,64320.0,0
1995-02-22,BFS_SINGAPORE,2,0,0,130560.0,0
1995-02-23,BFS_SINGAPORE,2,4,0,133440.0,0
1995-02-24,BFS_SINGAPORE,1,1,0,68160.0,0
1995-02-27,BFS_SINGAPORE,0,0,0,0.0,0
1995-02-28,BFS_SINGAPORE,0,2,0,0.0,0
1995-03-01,BFS_SINGAPORE,1,2,0,67484.11,0
1995-03-02,BFS_SINGAPORE,3,0,0,203338.33,0
1995-03-03,BFS_SINGAPORE,2,2,0,134920.59,0
1995-03-04,BFS_SINGAPORE,1,0,0,67343.44,0
1995-03-05,BFS_SINGAPORE,1,2,0,66474.99,0
1995-03-06,BFS_SINGAPORE,2,0,1,132663.49,0
1995-03-07,BFS_SINGAPORE,1,0,2,66113.92,0
1995-03-08,BFS_SINGAPORE,1,1,1,66760.38,0
1995-03-09,BFS_SINGAPORE,3,1,1,200510.07,0
1995-03-10,BFS_SINGAPORE,0,2,1,0.0,0
1995-03-11,BFS_SINGAPORE,1,1,1,66869.43,0
1995-03-12,BFS_SINGAPORE,1,0,0,67352.85,0
1995-03-13,BFS_SINGAPORE,0,1,0,0.0,0
1995-03-14,BFS_SINGAPORE,0,1,1,0.0,0
1995-03-15,BFS_SINGAPORE,0,0,0,0.0,0
1995-03-16,BFS_SINGAPORE,2,0,1,136476.4,0
1995-03-17,BFS_SINGAPORE,3,0,0,206932.61,0
1995-03-18,BFS_SINGAPORE,1,0,0,68970.23,0
1995-03-19,BFS_SINGAPORE,1,1,0,69213.88,0
1995-03-20,BFS_SINGAPORE,2,2,0,138853.11,0
1995-03-21,BFS_SINGAPORE,1,1,0,70064.87,0
1995-03-22,BFS_SINGAPORE,2,1,0,140404.15,0
1995-03-23,BFS_SINGAPORE,1,1,0,69201.65,0
1995-03-24,BFS_SINGAPORE,1,0,1,69192.71,0
1995-03-25,BFS_SINGAPORE,1,0,0,69322.9,0
1995-03-26,BFS_SINGAPORE,2,1,0,136963.35,0
1995-03-27,BFS_SINGAPORE,2,1,0,137521.97,0
1995-03-28,BFS_SINGAPORE,1,1,1,69221.36,0
1995-03-29,BFS_SINGAPORE,0,2,0,0.0,0
1995-03-30,BFS_SINGAPORE,1,2,0,68798.11,0
1995-03-31,BFS_SINGAPORE,2,0,0,138570.94,0
1995-04-01,BFS_SINGAPORE,1,0,0,69282.69,0
1995-04-02,BFS_SINGAPORE,2,2,0,136240.88,0
1995-04-03,BFS_SINGAPORE,1,2,0,67714.05,0
1995-04-04,BFS_SINGAPORE,1,2,1,68375.89,0
1995-04-05,BFS_SINGAPORE,1,4,1,67781.34,0
1995-04-06,BFS_SINGAPORE,1,0,0,67543.22,0
1995-04-07,BFS_SINGAPORE,2,0,1,134505.36,0
1995-04-08,BFS_SINGAPORE,1,0,1,68145.09,0
1995-04-09,BFS_SINGAPORE,1,1,1,68642.61,0
1995-04-10,BFS_SINGAPORE,0,3,0,0.0,0
1995-04-11,BFS_SINGAPORE,1,2,1,68437.41,0
1995-04-12,BFS_SINGAPORE,1,3,0,68512.02,0
1995-04-13,BFS_SINGAPORE,0,1,0,0.0,0
1995-04-14,BFS_SINGAPORE,1,2,0,70130.01,0
1995-04-15,BFS_SINGAPORE,1,2,0,70684.45,0
1995-04-16,BFS_SINGAPORE,2,1,0,141800.52,0
1995-04-17,BFS_SINGAPORE,0,0,0,0.0,0
1995-04-18,BFS_SINGAPORE,2,1,1,144040.92,0
1995-04-19,BFS_SINGAPORE,0,0,0,0.0,0
1995-04-20,BFS_SINGAPORE,0,0,1,0.0,0
1995-04-21,BFS_SINGAPORE,0,1,0,0.0,0
1995-04-22,BFS_SINGAPORE,2,3,0,141433.15,0
1995-04-23,BFS_SINGAPORE,2,1,0,141829.39,0
1995-04-24,BFS_SINGAPORE,0,1,1,0.0,0
1995-04-25,BFS_SINGAPORE,0,0,1,0.0,0
1995-04-26,BFS_SINGAPORE,1,3,0,70793.88,0
1995-04-27,BFS_SINGAPORE,0,1,1,0.0,0
1995-04-28,BFS_SINGAPORE,1,2,1,70069.92,0
1995-04-29,BFS_SINGAPORE,1,0,0,70343.04,0
1995-04-30,BFS_SINGAPORE,3,1,0,211471.49,0
1995-05-01,BFS_SINGAPORE,2,0,0,141059.32,0
1995-05-02,BFS_SINGAPORE,2,2,0,138842.42,0
1995-05-03,BFS_SINGAPORE,2,1,1,138543.38,0
1995-05-04,BFS_SINGAPORE,0,0,1,0.0,0
1995-05-05,BFS_SINGAPORE,0,2,1,0.0,0
1995-05-06,BFS_SINGAPORE,2,3,1,140006.57,0
1995-05-07,BFS_SINGAPORE,0,1,1,0.0,0
1995-05-08,BFS_SINGAPORE,2,3,0,142799.9,0
1995-05-09,BFS_SINGAPORE,5,2,1,360669.03,0
1995-05-10,BFS_SINGAPORE,2,0,0,143874.68,0
1995-05-11,BFS_SINGAPORE,0,1,0,0.0,0
1995-05-12,BFS_SINGAPORE,1,2,1,71548.62,0
1995-05-13,BFS_SINGAPORE,0,1,0,0.0,0
1995-05-14,BFS_SINGAPORE,3,2,1,214993.16,0
1995-05-15,BFS_SINGAPORE,0,2,0,0.0,0
1995-05-16,BFS_SINGAPORE,0,1,2,0.0,0
1995-05-17,BFS_SINGAPORE,3,1,0,212025.61,0
1995-05-18,BFS_SINGAPORE,0,3,0,0.0,0
1995-05-19,BFS_SINGAPORE,0,1,0,0.0,0
1995-05-20,BFS_SINGAPORE,0,1,0,0.0,0
1995-05-21,BFS_SINGAPORE,0,2,0,0.0,0
1995-05-22,BFS_SINGAPORE,0,1,0,0.0,0
