date,entity_id,reported_pnl_total,actual_pnl_total,margin_call_amount,funding_transfer,realized_cash_delta,hidden_loss_total,fraud_label
1995-01-09,BFS_SINGAPORE,-3567267.29,-3657103.97,1097131.19,131655.74,-3788759.71,89836.68,0
1995-01-10,BFS_SINGAPORE,-3599758.8,-3696646.74,1108994.02,133079.28,-3829726.02,96887.94,0
1995-01-11,BFS_SINGAPORE,-4230149.02,-4328357.7,1341790.89,161014.91,-4489372.6,98208.68,0
1995-01-12,BFS_SINGAPORE,-3845044.19,-3955896.31,1265886.82,151906.42,-4107802.73,110852.13,0
1995-01-13,BFS_SINGAPORE,-6767608.15,-6923384.3,2353950.66,282474.08,-7205858.38,155776.15,0
1995-01-16,BFS_SINGAPORE,-6463512.5,-6612289.01,2314301.15,277716.14,-6890005.14,148776.5,0
1995-01-17,BFS_SINGAPORE,-13022514.25,-13322265.22,6394687.31,767362.48,-14089627.7,299750.97,0
1995-01-18,BFS_SINGAPORE,-14783278.43,-15123558.5,8015486.0,961858.32,-16085416.82,340280.07,0
1995-01-19,BFS_SINGAPORE,-9770772.86,-10025537.79,5113024.27,613562.91,-10639100.7,254764.93,0
1995-01-20,BFS_SINGAPORE,-9252952.37,-9506410.76,4753205.38,570384.65,-10076795.41,253458.39,0
1995-01-23,BFS_SINGAPORE,-10693324.78,-10947074.34,5364066.43,643687.97,-11590762.31,253749.56,0
1995-01-24,BFS_SINGAPORE,-10528157.11,-10782420.65,5175561.91,621067.43,-11403488.08,254263.54,0
1995-01-25,BFS_SINGAPORE,-10170775.6,-10405299.82,4890490.91,586858.91,-10992158.72,234524.22,0
1995-01-26,BFS_SINGAPORE,-8361352.88,-8568341.13,3941436.92,472972.43,-9041313.56,206988.25,0
1995-01-27,BFS_SINGAPORE,-9283312.03,-9505799.62,4277609.83,513313.18,-10019112.8,222487.59,0
1995-01-30,BFS_SINGAPORE,-10524639.56,-10766894.7,4952771.56,594332.59,-11361227.28,242255.13,0
1995-01-31,BFS_SINGAPORE,-11552620.48,-11818537.57,5554712.66,666565.52,-12485103.09,265917.1,0
1995-02-01,BFS_SINGAPORE,-9134202.75,-9350000.55,4301000.25,516120.03,-9866120.58,215797.8,0
1995-02-02,BFS_SINGAPORE,-8945758.96,-9161195.5,4122537.98,494704.56,-9655900.06,215436.55,0
1995-02-03,BFS_SINGAPORE,-8395206.55,-8601908.63,3784839.8,454180.78,-9056089.41,206702.08,0
1995-02-06,BFS_SINGAPORE,-8130487.53,-8333756.53,3583515.31,430021.84,-8763778.36,203269.0,0
1995-02-07,BFS_SINGAPORE,-5485686.89,-5661669.79,2377901.31,285348.16,-5947017.95,175982.9,0
1995-02-08,BFS_SINGAPORE,-6400558.46,-6587073.9,2700700.3,324084.04,-6911157.94,186515.44,0
