date,entity_id,reconciliation_breaks,late_entries,backdated_entries,unresolved_break_value,fraud_label
1995-01-09,BFS_SINGAPORE,0,4,0,0.0,0
1995-01-10,BFS_SINGAPORE,1,2,1,70800.0,0
1995-01-11,BFS_SINGAPORE,1,4,1,71400.0,0
1995-01-12,BFS_SINGAPORE,2,1,1,144000.0,0
1995-01-13,BFS_SINGAPORE,0,4,1,0.0,0
1995-01-16,BFS_SINGAPORE,3,2,1,221400.0,0
1995-01-17,BFS_SINGAPORE,1,1,1,81600.0,0
1995-01-18,BFS_SINGAPORE,3,3,2,253800.0,0
1995-01-19,BFS_SINGAPORE,0,3,0,0.0,0
1995-01-20,BFS_SINGAPORE,4,5,1,331200.0,0
1995-01-23,BFS_SINGAPORE,1,3,1,82200.0,0
1995-01-24,BFS_SINGAPORE,5,1,2,408000.0,0
1995-01-25,BFS_SINGAPORE,1,2,0,81000.0,0
1995-01-26,BFS_SINGAPORE,2,3,0,160800.0,0
1995-01-27,BFS_SINGAPORE,1,1,1,79800.0,0
1995-01-30,BFS_SINGAPORE,2,3,1,160800.0,0
1995-01-31,BFS_SINGAPORE,3,5,2,243000.0,0
1995-02-01,BFS_SINGAPORE,0,3,2,0.0,0
1995-02-02,BFS_SINGAPORE,4,3,2,319200.0,0
1995-02-03,BFS_SINGAPORE,2,3,0,158400.0,0
1995-02-06,BFS_SINGAPORE,3,3,1,235800.0,0
1995-02-07,BFS_SINGAPORE,2,1,1,156000.0,0
1995-02-08,BFS_SINGAPORE,2,3,3,154800.0,0
1995-02-09,BFS_SINGAPORE,2,0,1,153600.0,0
1995-02-10,BFS_SINGAPORE,0,2,2,0.0,0
1995-02-13,BFS_SINGAPORE,1,2,0,77400.0,0
1995-02-14,BFS_SINGAPORE,3,2,1,232200.0,0
1995-02-15,BFS_SINGAPORE,2,1,1,156000.0,0
1995-02-16,BFS_SINGAPORE,1,2,2,78600.0,0
1995-02-17,BFS_SINGAPORE,2,2,1,158400.0,0
1995-02-20,BFS_SINGAPORE,2,3,0,159600.0,0
1995-02-21,BFS_SINGAPORE,4,3,1,321600.0,0
1995-02-22,BFS_SINGAPORE,3,2,1,244800.0,0
1995-02-23,BFS_SINGAPORE,4,3,0,333600.0,0
1995-02-24,BFS_SINGAPORE,2,0,0,170400.0,0
1995-02-27,BFS_SINGAPORE,3,2,2,259200.0,0
1995-02-28,BFS_SINGAPORE,3,2,0,252000.0,0
1995-03-01,BFS_SINGAPORE,0,6,1,0.0,0
1995-03-02,BFS_SINGAPORE,2,0,1,167581.65,0
1995-03-03,BFS_SINGAPORE,3,0,0,249008.26,0
1995-03-04,BFS_SINGAPORE,2,2,1,166150.4,0
1995-03-05,BFS_SINGAPORE,2,2,0,167290.55,0
1995-03-06,BFS_SINGAPORE,4,1,1,340057.37,0
1995-03-07,BFS_SINGAPORE,0,3,2,0.0,0
1995-03-08,BFS_SINGAPORE,4,5,2,343076.07,0
1995-03-09,BFS_SINGAPORE,4,5,2,342813.98,0
1995-03-10,BFS_SINGAPORE,1,3,1,86159.61,0
1995-03-11,BFS_SINGAPORE,4,3,2,346355.79,0
1995-03-12,BFS_SINGAPORE,0,4,0,0.0,0
1995-03-13,BFS_SINGAPORE,2,2,3,173839.26,0
1995-03-14,BFS_SINGAPORE,0,3,1,0.0,0
1995-03-15,BFS_SINGAPORE,2,0,0,172432.45,0
1995-03-16,BFS_SINGAPORE,2,2,1,172628.41,0
1995-03-17,BFS_SINGAPORE,3,2,1,255213.16,0
1995-03-18,BFS_SINGAPORE,2,3,1,168639.72,0
1995-03-19,BFS_SINGAPORE,1,2,1,84233.58,0
1995-03-20,BFS_SINGAPORE,0,2,1,0.0,0
1995-03-21,BFS_SINGAPORE,3,1,1,253850.5,0
1995-03-22,BFS_SINGAPORE,2,3,2,169207.34,0
1995-03-23,BFS_SINGAPORE,2,3,1,167913.48,0
1995-03-24,BFS_SINGAPORE,4,2,1,334228.48,0
1995-03-25,BFS_SINGAPORE,2,1,1,167712.32,0
1995-03-26,BFS_SINGAPORE,2,4,1,168094.66,0
1995-03-27,BFS_SINGAPORE,0,2,0,0.0,0
1995-03-28,BFS_SINGAPORE,1,3,1,85770.8,0
1995-03-29,BFS_SINGAPORE,2,1,1,171524.92,0
1995-03-30,BFS_SINGAPORE,2,3,1,171439.58,0
1995-03-31,BFS_SINGAPORE,4,3,1,345721.51,0
1995-04-01,BFS_SINGAPORE,0,1,1,0.0,0
