date,entity_id,reported_pnl_total,actual_pnl_total,margin_call_amount,funding_transfer,realized_cash_delta,hidden_loss_total,fraud_label
1995-01-09,BFS_SINGAPORE,-4642342.71,-4642342.71,1392702.81,167124.34,-4809467.05,0.0,0
1995-01-10,BFS_SINGAPORE,-2711993.84,-2711993.84,813598.15,97631.78,-2809625.62,0.0,0
1995-01-11,BFS_SINGAPORE,-5684872.08,-5684872.08,1762310.34,211477.24,-5896349.32,0.0,0
1995-01-12,BFS_SINGAPORE,-5025686.0,-5025686.0,1608219.52,192986.34,-5218672.34,0.0,0
1995-01-13,BFS_SINGAPORE,-6229390.81,-6229390.81,2117992.87,254159.14,-6483549.95,0.0,0
1995-01-16,BFS_SINGAPORE,-6312758.54,-6312758.54,2209465.49,265135.86,-6577894.4,0.0,0
1995-01-17,BFS_SINGAPORE,-14093525.21,-14093525.21,6764892.1,811787.05,-14905312.26,0.0,0
1995-01-18,BFS_SINGAPORE,-13985099.29,-13985099.29,7412102.63,889452.32,-14874551.61,0.0,0
1995-01-19,BFS_SINGAPORE,-8041282.9,-8041282.9,4101054.28,492126.51,-8533409.41,0.0,0
1995-01-20,BFS_SINGAPORE,-8954624.62,-8954624.62,4477312.31,537277.48,-9491902.1,0.0,0
1995-01-23,BFS_SINGAPORE,-10936247.74,-10936247.74,5358761.39,643051.37,-11579299.11,0.0,0
1995-01-24,BFS_SINGAPORE,-9981900.96,-9981900.96,4791312.46,574957.5,-10556858.45,0.0,0
1995-01-25,BFS_SINGAPORE,-10734448.36,-10734448.36,5045190.73,605422.89,-11339871.24,0.0,0
1995-01-26,BFS_SINGAPORE,-8893119.09,-8893119.09,4090834.78,490900.17,-9384019.26,0.0,0
1995-01-27,BFS_SINGAPORE,-7632069.74,-7632069.74,3434431.38,412131.77,-8044201.51,0.0,0
1995-01-30,BFS_SINGAPORE,-9295013.86,-9295013.86,4275706.37,513084.76,-9808098.62,0.0,0
1995-01-31,BFS_SINGAPORE,-11495402.55,-11495402.55,5402839.2,648340.7,-12143743.25,0.0,0
1995-02-01,BFS_SINGAPORE,-10071432.11,-10071432.11,4632858.77,555943.05,-10627375.16,0.0,0
1995-02-02,BFS_SINGAPORE,-9169036.38,-9169036.38,4126066.37,495127.96,-9664164.34,0.0,0
1995-02-03,BFS_SINGAPORE,-5850306.76,-5850306.76,2574134.97,308896.2,-6159202.95,0.0,0
1995-02-06,BFS_SINGAPORE,-7680610.38,-7680610.38,3302662.47,396319.5,-8076929.88,0.0,0
1995-02-07,BFS_SINGAPORE,-7463446.31,-7463446.31,3134647.45,376157.69,-7839604.0,0.0,0
1995-02-08,BFS_SINGAPORE,-6526187.35,-6526187.35,2675736.81,321088.42,-6847275.77,0.0,0
1995-02-09,BFS_SINGAPORE,-4783659.15,-4783659.15,1913463.66,229615.64,-5013274.79,0.0,0
1995-02-10,BFS_SINGAPORE,-6772126.35,-6772126.35,2708850.54,325062.06,-7097188.41,0.0,0
1995-02-13,BFS_SINGAPORE,-10506317.53,-10506317.53,4307590.19,516910.82,-11023228.35,0.0,0
1995-02-14,BFS_SINGAPORE,-10228778.17,-10228778.17,4193799.05,503255.89,-10732034.06,0.0,0
1995-02-15,BFS_SINGAPORE,-10535240.56,-10535240.56,4424801.04,530976.12,-11066216.69,0.0,0
1995-02-16,BFS_SINGAPORE,-10105192.77,-10105192.77,4345232.89,521427.95,-10626620.71,0.0,0
1995-02-17,BFS_SINGAPORE,-10796622.44,-10796622.44,4750513.87,570061.66,-11366684.1,0.0,0
1995-02-20,BFS_SINGAPORE,-9916593.14,-9916593.14,4462466.91,535496.03,-10452089.16,0.0,0
1995-02-21,BFS_SINGAPORE,-10437796.87,-10437796.87,4801386.56,576166.39,-11013963.26,0.0,0
1995-02-22,BFS_SINGAPORE,-13581154.15,-13581154.15,6518953.99,782274.48,-14363428.63,0.0,0
1995-02-23,BFS_SINGAPORE,-13623816.54,-13623816.54,6948146.44,833777.57,-14457594.11,0.0,0
1995-02-24,BFS_SINGAPORE,-14291169.5,-14291169.5,7717231.53,926067.78,-15217237.29,0.0,0
1995-02-27,BFS_SINGAPORE,-16434654.81,-16434654.81,9203406.69,1104408.8,-17539063.61,0.0,0
1995-02-28,BFS_SINGAPORE,-9315973.89,-9315973.89,4844306.42,581316.77,-9897290.66,0.0,0
1995-03-01,BFS_SINGAPORE,-8930291.68,-8930291.68,4648848.87,557861.86,-9488153.54,0.0,0
1995-03-02,BFS_SINGAPORE,-11544419.62,-11544419.62,5977460.71,717295.29,-12261714.9,0.0,0
1995-03-03,BFS_SINGAPORE,-13904750.98,-13904750.98,7110203.43,853224.41,-14757975.39,0.0,0
1995-03-04,BFS_SINGAPORE,-13423490.36,-13423490.36,6967315.7,836077.88,-14259568.25,0.0,0
1995-03-05,BFS_SINGAPORE,-15401332.64,-15401332.64,8220130.45,986415.65,-16387748.3,0.0,0
1995-03-06,BFS_SINGAPORE,-10494304.76,-10494304.76,5526028.11,663123.37,-11157428.13,0.0,0
1995-03-07,BFS_SINGAPORE,-16448118.59,-16448118.59,8601558.29,1032186.99,-17480305.59,0.0,0
1995-03-08,BFS_SINGAPORE,-17442723.08,-17442723.08,9113107.84,1093572.94,-18536296.02,0.0,0
1995-03-09,BFS_SINGAPORE,-10202039.39,-10202039.39,5489579.48,658749.54,-10860788.93,0.0,0
1995-03-10,BFS_SINGAPORE,-16020435.95,-16020435.95,8793839.3,1055260.72,-17075696.67,0.0,0
1995-03-11,BFS_SINGAPORE,-13388265.28,-13388265.28,7288096.3,874571.56,-14262836.84,0.0,0
1995-03-12,BFS_SINGAPORE,-14065392.93,-14065392.93,7651211.61,918145.39,-14983538.32,0.0,0
1995-03-13,BFS_SINGAPORE,-15945868.72,-15945868.72,8816391.07,1057966.93,-17003835.65,0.0,0
1995-03-14,BFS_SINGAPORE,-17684259.78,-17684259.78,9866750.37,1184010.04,-18868269.83,0.0,0
1995-03-15,BFS_SINGAPORE,-13967942.49,-13967942.49,7807898.99,936947.88,-14904890.37,0.0,0
1995-03-16,BFS_SINGAPORE,-9413415.66,-9413415.66,5181110.9,621733.31,-10035148.96,0.0,0
1995-03-17,BFS_SINGAPORE,-13130215.36,-13130215.36,7063994.85,847679.38,-13977894.74,0.0,0
1995-03-18,BFS_SINGAPORE,-12103689.04,-12103689.04,6424523.12,770942.77,-12874631.82,0.0,0
1995-03-19,BFS_SINGAPORE,-15759234.54,-15759234.54,8538684.8,1024642.18,-16783876.71,0.0,0
1995-03-20,BFS_SINGAPORE,-18051643.01,-18051643.01,9839385.83,1180726.3,-19232369.31,0.0,0
1995-03-21,BFS_SINGAPORE,-14130315.31,-14130315.31,7911583.47,949390.02,-15079705.32,0.0,0
1995-03-22,BFS_SINGAPORE,-17408919.7,-17408919.7,9865100.74,1183812.09,-18592731.79,0.0,0
1995-03-23,BFS_SINGAPORE,-13428259.54,-13428259.54,7532019.12,903842.29,-14332101.84,0.0,0
1995-03-24,BFS_SINGAPORE,-15495265.99,-15495265.99,8741482.67,1048977.92,-16544243.91,0.0,0
1995-03-25,BFS_SINGAPORE,-16096516.68,-16096516.68,9100405.61,1092048.67,-17188565.35,0.0,0
1995-03-26,BFS_SINGAPORE,-11707173.53,-11707173.53,6682190.38,801862.85,-12509036.38,0.0,0
