date,entity_id,instrument,net_exposure,gross_exposure,leverage_proxy,fraud_label
1995-01-09,BFS_SINGAPORE,NIKKEI_FUT,50576015.87,50576015.87,10.1152,0
1995-01-09,BFS_SINGAPORE,JGB_FUT,-17454189.42,17454189.42,3.4908,0
1995-01-09,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-7158167.9,7158167.9,1.4316,0
1995-01-10,BFS_SINGAPORE,NIKKEI_FUT,49520124.28,49520124.28,9.904,0
1995-01-10,BFS_SINGAPORE,JGB_FUT,-17645426.06,17645426.06,3.5291,0
1995-01-10,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-6617756.2,6617756.2,1.3236,0
1995-01-11,BFS_SINGAPORE,NIKKEI_FUT,59149243.79,59149243.79,11.8298,0
1995-01-11,BFS_SINGAPORE,JGB_FUT,-17808776.73,17808776.73,3.5618,0
1995-01-11,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-6706455.47,6706455.47,1.3413,0
1995-01-12,BFS_SINGAPORE,NIKKEI_FUT,63263406.78,63263406.78,12.6527,0
1995-01-12,BFS_SINGAPORE,JGB_FUT,-19106023.92,19106023.92,3.8212,0
1995-01-12,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-6581441.51,6581441.51,1.3163,0
1995-01-13,BFS_SINGAPORE,NIKKEI_FUT,69492169.63,69492169.63,13.8984,0
1995-01-13,BFS_SINGAPORE,JGB_FUT,-21958272.62,21958272.62,4.3917,0
1995-01-13,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-6673468.84,6673468.84,1.3347,0
1995-01-16,BFS_SINGAPORE,NIKKEI_FUT,69207353.54,69207353.54,13.8415,0
1995-01-16,BFS_SINGAPORE,JGB_FUT,-21845367.27,21845367.27,4.3691,0
1995-01-16,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-6824306.09,6824306.09,1.3649,0
1995-01-17,BFS_SINGAPORE,NIKKEI_FUT,68953935.81,68953935.81,13.7908,0
1995-01-17,BFS_SINGAPORE,JGB_FUT,-22938153.44,22938153.44,4.5876,0
1995-01-17,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-7366893.65,7366893.65,1.4734,0
1995-01-18,BFS_SINGAPORE,NIKKEI_FUT,64239545.32,64239545.32,12.8479,0
1995-01-18,BFS_SINGAPORE,JGB_FUT,-25045101.11,25045101.11,5.009,0
1995-01-18,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-7657163.5,7657163.5,1.5314,0
1995-01-19,BFS_SINGAPORE,NIKKEI_FUT,68030347.5,68030347.5,13.6061,0
1995-01-19,BFS_SINGAPORE,JGB_FUT,-23391071.28,23391071.28,4.6782,0
1995-01-19,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-6905771.05,6905771.05,1.3812,0
1995-01-20,BFS_SINGAPORE,NIKKEI_FUT,65888750.17,65888750.17,13.1778,0
1995-01-20,BFS_SINGAPORE,JGB_FUT,-24780925.01,24780925.01,4.9562,0
1995-01-20,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-7189272.8,7189272.8,1.4379,0
1995-01-23,BFS_SINGAPORE,NIKKEI_FUT,55043733.09,55043733.09,11.0087,0
1995-01-23,BFS_SINGAPORE,JGB_FUT,-24369840.13,24369840.13,4.874,0
1995-01-23,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-6573279.63,6573279.63,1.3147,0
1995-01-24,BFS_SINGAPORE,NIKKEI_FUT,58730354.39,58730354.39,11.7461,0
1995-01-24,BFS_SINGAPORE,JGB_FUT,-23629468.31,23629468.31,4.7259,0
1995-01-24,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-6173919.57,6173919.57,1.2348,0
1995-01-25,BFS_SINGAPORE,NIKKEI_FUT,65408589.25,65408589.25,13.0817,0
1995-01-25,BFS_SINGAPORE,JGB_FUT,-22001480.82,22001480.82,4.4003,0
1995-01-25,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-7068212.88,7068212.88,1.4136,0
1995-01-26,BFS_SINGAPORE,NIKKEI_FUT,79812528.94,79812528.94,15.9625,0
1995-01-26,BFS_SINGAPORE,JGB_FUT,-21213228.57,21213228.57,4.2426,0
1995-01-26,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-6435804.5,6435804.5,1.2872,0
1995-01-27,BFS_SINGAPORE,NIKKEI_FUT,90233132.54,90233132.54,18.0466,0
1995-01-27,BFS_SINGAPORE,JGB_FUT,-19279258.5,19279258.5,3.8559,0
1995-01-27,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-5581189.28,5581189.28,1.1162,0
1995-01-30,BFS_SINGAPORE,NIKKEI_FUT,88787762.87,88787762.87,17.7576,0
1995-01-30,BFS_SINGAPORE,JGB_FUT,-20970050.39,20970050.39,4.194,0
1995-01-30,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-5439988.28,5439988.28,1.088,0
1995-01-31,BFS_SINGAPORE,NIKKEI_FUT,99884207.08,99884207.08,19.9768,0
1995-01-31,BFS_SINGAPORE,JGB_FUT,-24067610.52,24067610.52,4.8135,0
1995-01-31,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-5919745.7,5919745.7,1.1839,0
1995-02-01,BFS_SINGAPORE,NIKKEI_FUT,95775785.05,95775785.05,19.1552,0
1995-02-01,BFS_SINGAPORE,JGB_FUT,-25195619.58,25195619.58,5.0391,0
1995-02-01,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-5484800.53,5484800.53,1.097,0
1995-02-02,BFS_SINGAPORE,NIKKEI_FUT,100232516.33,100232516.33,20.0465,0
1995-02-02,BFS_SINGAPORE,JGB_FUT,-23774700.71,23774700.71,4.7549,0
1995-02-02,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-5862410.68,5862410.68,1.1725,0
1995-02-03,BFS_SINGAPORE,NIKKEI_FUT,100847177.2,100847177.2,20.1694,0
1995-02-03,BFS_SINGAPORE,JGB_FUT,-22020277.6,22020277.6,4.4041,0
1995-02-03,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-5079000.74,5079000.74,1.0158,0
1995-02-06,BFS_SINGAPORE,NIKKEI_FUT,104292139.72,104292139.72,20.8584,0
1995-02-06,BFS_SINGAPORE,JGB_FUT,-24325991.78,24325991.78,4.8652,0
1995-02-06,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-5580373.2,5580373.2,1.1161,0
1995-02-07,BFS_SINGAPORE,NIKKEI_FUT,108125375.63,108125375.63,21.6251,0
1995-02-07,BFS_SINGAPORE,JGB_FUT,-24372529.19,24372529.19,4.8745,0
1995-02-07,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-5618938.05,5618938.05,1.1238,0
1995-02-08,BFS_SINGAPORE,NIKKEI_FUT,123503191.28,123503191.28,24.7006,0
1995-02-08,BFS_SINGAPORE,JGB_FUT,-23400407.76,23400407.76,4.6801,0
1995-02-08,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-5764216.81,5764216.81,1.1528,0
1995-02-09,BFS_SINGAPORE,NIKKEI_FUT,125199481.69,125199481.69,25.0399,0
1995-02-09,BFS_SINGAPORE,JGB_FUT,-21552685.47,21552685.47,4.3105,0
1995-02-09,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-5602413.99,5602413.99,1.1205,0
1995-02-10,BFS_SINGAPORE,NIKKEI_FUT,131925793.95,131925793.95,26.3852,0
1995-02-10,BFS_SINGAPORE,JGB_FUT,-22984631.43,22984631.43,4.5969,0
1995-02-10,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-6096505.76,6096505.76,1.2193,0
1995-02-13,BFS_SINGAPORE,NIKKEI_FUT,137717991.25,137717991.25,27.5436,0
1995-02-13,BFS_SINGAPORE,JGB_FUT,-25393369.83,25393369.83,5.0787,0
1995-02-13,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-5826829.36,5826829.36,1.1654,0
1995-02-14,BFS_SINGAPORE,NIKKEI_FUT,158417233.3,158417233.3,31.6834,0
1995-02-14,BFS_SINGAPORE,JGB_FUT,-26468990.27,26468990.27,5.2938,0
1995-02-14,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-5661973.07,5661973.07,1.1324,0
1995-02-15,BFS_SINGAPORE,NIKKEI_FUT,175539927.73,175539927.73,35.108,0
1995-02-15,BFS_SINGAPORE,JGB_FUT,-26165196.54,26165196.54,5.233,0
1995-02-15,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-6082749.82,6082749.82,1.2165,0
1995-02-16,BFS_SINGAPORE,NIKKEI_FUT,154966815.6,154966815.6,30.9934,0
1995-02-16,BFS_SINGAPORE,JGB_FUT,-25191544.61,25191544.61,5.0383,0
1995-02-16,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-6394662.76,6394662.76,1.2789,0
1995-02-17,BFS_SINGAPORE,NIKKEI_FUT,157372263.33,157372263.33,31.4745,0
1995-02-17,BFS_SINGAPORE,JGB_FUT,-25834137.7,25834137.7,5.1668,0
1995-02-17,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-6025045.6,6025045.6,1.205,0
1995-02-20,BFS_SINGAPORE,NIKKEI_FUT,162292603.07,162292603.07,32.4585,0
1995-02-20,BFS_SINGAPORE,JGB_FUT,-25681140.64,25681140.64,5.1362,0
1995-02-20,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-5935979.89,5935979.89,1.1872,0
1995-02-21,BFS_SINGAPORE,NIKKEI_FUT,157441296.13,157441296.13,31.4883,0
1995-02-21,BFS_SINGAPORE,JGB_FUT,-23802302.99,23802302.99,4.7605,0
1995-02-21,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-5838416.37,5838416.37,1.1677,0
1995-02-22,BFS_SINGAPORE,NIKKEI_FUT,169683927.18,169683927.18,33.9368,0
1995-02-22,BFS_SINGAPORE,JGB_FUT,-26218702.54,26218702.54,5.2437,0
1995-02-22,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-5415096.73,5415096.73,1.083,0
1995-02-23,BFS_SINGAPORE,NIKKEI_FUT,181967454.12,181967454.12,36.3935,0
1995-02-23,BFS_SINGAPORE,JGB_FUT,-28158609.59,28158609.59,5.6317,0
1995-02-23,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-4799853.52,4799853.52,0.96,0
1995-02-24,BFS_SINGAPORE,NIKKEI_FUT,168018860.82,168018860.82,33.6038,0
1995-02-24,BFS_SINGAPORE,JGB_FUT,-24412199.27,24412199.27,4.8824,0
1995-02-24,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-3359298.23,3359298.23,0.6719,0
1995-02-27,BFS_SINGAPORE,NIKKEI_FUT,189304950.84,189304950.84,37.861,0
1995-02-27,BFS_SINGAPORE,JGB_FUT,-24800585.87,24800585.87,4.9601,0
1995-02-27,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-3410721.72,3410721.72,0.6821,0
1995-02-28,BFS_SINGAPORE,NIKKEI_FUT,181309836.66,181309836.66,36.262,0
1995-02-28,BFS_SINGAPORE,JGB_FUT,-27261664.57,27261664.57,5.4523,0
1995-02-28,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-3431970.65,3431970.65,0.6864,0
1995-03-01,BFS_SINGAPORE,NIKKEI_FUT,161532690.16,161532690.16,32.3065,0
1995-03-01,BFS_SINGAPORE,JGB_FUT,-26489360.84,26489360.84,5.2979,0
1995-03-01,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-3829172.05,3829172.05,0.7658,0
1995-03-02,BFS_SINGAPORE,NIKKEI_FUT,190650597.85,190650597.85,38.1301,0
1995-03-02,BFS_SINGAPORE,JGB_FUT,-27202899.03,27202899.03,5.4406,0
1995-03-02,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-3961764.35,3961764.35,0.7924,0
1995-03-03,BFS_SINGAPORE,NIKKEI_FUT,171815998.12,171815998.12,34.3632,0
1995-03-03,BFS_SINGAPORE,JGB_FUT,-25065450.93,25065450.93,5.0131,0
1995-03-03,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-3363908.47,3363908.47,0.6728,0
1995-03-04,BFS_SINGAPORE,NIKKEI_FUT,171920223.42,171920223.42,34.384,0
1995-03-04,BFS_SINGAPORE,JGB_FUT,-24013103.87,24013103.87,4.8026,0
1995-03-04,BFS_SINGAPORE,NIKKEI_SHORT_VOL,-3022835.98,3022835.98,0.6046,0
1995-03-05,BFS_SINGAPORE,NIKKEI_FUT,167429898.29,167429898.29,33.486,0
1995-03-05,BFS_SINGAPORE,JGB_FUT,-27989244.77,27989244.77,5.5978,0
